apogee_id,teff,logg,m_h,alpha_m,fe_h,c_fe,n_fe,glon,glat,dist50,dist16,dist84,mass50
2M16594972-2204388,3715.209,0.9993995,0.06833,0.040908,0.05566,0.03215,0.13942,359.911285,12.3897734,6.867593,6.709041,6.985898,1.003922
2M16595160-2233443,5022.085,2.236183,-1.4818,0.178655,-1.4596,0.59513,0.23171,359.516357,12.0961618,8.733784,8.201979,9.335773,0.8168422
2M16595163-2141293,4186.279,1.709027,-0.32029,0.247325,-0.32708,0.14246,0.15373,0.234274298,12.6124411,4.228453,4.130002,4.32473,0.9771301
2M16595188-2159198,4905.508,2.396877,-0.45887,0.243365,-0.46034,0.13327,0.10689,359.98941,12.4355488,7.890993,7.762559,8.060035,0.8784938
2M16595275-2233187,4623.268,2.444586,0.10363,0.0273831,0.092354,0.032156,0.236886,359.524872,12.0968513,2.500152,2.414972,2.584679,1.133107
2M16595282-2159525,3953.343,1.13453,-0.63269,0.277105,-0.63295,0.11303,0.10375,359.984131,12.4272547,3.922232,3.883684,3.936617,0.963
2M16595306-2244157,4810.881,2.575565,-0.73024,0.312695,-0.71242,0.04408902,0.08499998,359.375519,11.9874372,6.723505,6.467473,7.149289,0.9166817
2M16595308-2303315,4724.75,3.053738,0.0062582,0.111057,0.013696,0.0692822,0.2151722,359.111786,11.7964182,3.615119,3.515675,3.822946,1.050306
2M16595480-2231011,4755.422,2.336728,-0.7055,0.288675,-0.68916,0.01625896,0.23187,359.561127,12.1131964,7.838143,7.609874,8.205027,0.9285423
2M16595594-2155411,5257.165,2.32866,-0.84007,0.231265,-0.82413,0.05601001,0.54233,0.0490347818,12.4589157,6.530163,6.377166,6.714615,0.8049687
2M17000306-2210271,4070.436,1.553276,-0.13556,0.11861,-0.16117,0.086051,0.15907,359.862762,12.2909279,6.258304,6.050128,6.40872,0.9910982
2M17000414-2252296,4622.725,2.477144,0.2547,-0.004462,0.25617,0.01052999,0.30052,359.288605,11.8716812,6.191595,6.097338,7.001648,1.435551
2M17000900-2144516,4158.472,1.890146,0.005161,0.058509,-0.033679,0.101646,0.127093,0.228602946,12.5250044,2.652498,2.569107,2.846406,0.953
2M17000984-2123555,4982.776,3.110948,-0.082278,0.043306,-0.090185,-0.085594,0.267357,0.519012094,12.7286139,1.592311,1.538481,1.6513,1.485545
2M17001091-2217432,4794.159,2.361302,-0.53371,0.305425,-0.54992,0.07517302,0.01872522,359.781281,12.1947403,10.34635,10.01135,11.02695,0.8904767
2M17001241-2244294,4128.156,1.083627,-0.98177,0.293025,-0.9858,-0.1198499,0.15451,359.417572,11.9253778,8.544042,8.471548,8.658216,0.8556924
2M17001287-2154362,4744.026,2.548067,0.083179,0.005551001,0.074929,-0.0245,0.25445,0.103602916,12.416873,0.9210671,0.9115235,0.9312087,1.545483
2M17001291-2215087,4440.412,1.48388,-1.3439,0.285675,-1.3435,-0.2828299,0.19435,359.82135,12.2139826,7.600104,7.398102,7.843077,0.8153916
2M17001411-2144284,4164.99,1.765647,-0.015863,0.127045,-0.019235,0.050085,0.160592,0.24591884,12.5128736,4.663188,4.425296,4.828598,1.105658
2M17001514-2248135,4577.046,2.363361,0.22968,0.0312027,0.2354,0.1071,0.10171,359.372711,11.8799591,6.429591,6.260327,6.702801,1.031338
2M17001535-2302498,4805.027,2.449904,-0.2885,0.230165,-0.2804,0.22073,0.02887401,359.173187,11.7346554,9.691424,9.539162,10.00988,0.9188388
2M17001606-2300253,4131.288,1.288668,-0.55856,0.151095,-0.55637,0.002608478,0.14288,359.207825,11.7563524,8.292398,7.652398,8.435927,0.9196868
2M17001727-2149258,3895.96,1.050254,-0.39065,0.268085,-0.39567,0.13674,0.20844,0.185105741,12.4541492,5.66994,5.5795,6.30011,0.8641195
2M17001940-2216591,3952.833,1.369498,0.065228,0.041281,0.051741,0.036498,0.206957,359.811218,12.1756535,1.892219,1.848001,1.94019,1.001984
2M17002097-2128535,4734.598,2.49072,-0.2676,0.208875,-0.285,0.19035,0.102171,0.476679832,12.6448803,2.401529,2.271013,2.478763,1.338046
2M17002482-2301524,4124.79,1.66814,0.11429,0.019741,0.096375,0.05228199,0.216135,359.208313,11.7149525,3.519688,3.265012,4.214451,1.304419
2M17002558-2205183,4387.394,1.897081,-0.36204,0.273225,-0.37355,0.07291499,0.13608,359.986176,12.2717056,4.644338,4.458105,4.806332,1.17116
2M17002794-2123511,4690.519,2.169032,-0.70562,0.225665,-0.68891,0.04129404,0.07283002,0.56249702,12.6726513,7.722828,7.32372,8.001545,0.9154111
2M17003012-2149341,4632.209,2.601046,-0.15044,0.09589,-0.16011,0.04561799,0.09429699,0.213282019,12.4127064,1.655088,1.623331,1.699655,1.017682
2M17003081-2137424,4244.743,2.125344,0.30738,0.053388,0.29364,0.05447599,0.35206,0.378267825,12.5273438,2.958804,2.758425,3.08925,1.289622
2M17003384-2201460,4683.017,2.375509,-0.11561,0.167315,-0.1162,0.13201,0.1593,0.0541416593,12.2808867,5.808122,5.65933,6.043863,0.9690633
2M17003462-2250383,4494.299,1.221237,-1.8103,0.270465,-1.761,-0.4917599,0.52864,359.38504,11.7958908,9.252368,8.870435,9.669514,0.769246
2M17003544-2305275,4851.612,2.529506,-0.72961,0.248425,-0.72749,0.10719,0.09957999,359.18396,11.6467009,6.479125,6.206995,6.860119,0.9187266
2M17003984-2209037,6378.425,3.971333,-0.16673,0.0108736,-0.16967,0.044011,1.22894,359.967865,12.190299,0.4207394,0.4184302,0.4257829,1.161699
2M17004068-2223340,4734.114,2.328011,-0.24281,0.303075,-0.25655,0.11892,0.14127,359.770538,12.0445938,7.688846,7.537723,7.908882,0.926788
2M17004246-2211413,4509.311,2.377495,-0.038298,0.056516,-0.040101,-0.0018312,0.114293,359.937897,12.1562309,1.368712,1.348032,1.384614,1.115207
2M17004277-2302013,4698.144,2.585943,-0.45532,0.241095,-0.44719,0.05462599,0.09208998,359.248047,11.6581068,4.387906,4.316921,4.644824,0.955685
2M17004698-2257468,4206.191,0.9985125,-1.291,0.262865,-1.2874,-0.27033,0.34184,359.315918,11.6870689,5.195085,5.060285,5.732804,0.8100031
2M17004773-2216103,3728.266,0.8496288,-0.46411,0.288515,-0.47657,0.2061,0.18808,359.88855,12.0956469,5.790654,5.781559,6.228004,1.543
2M17004859-2209312,4698.784,2.584259,-0.18312,0.208415,-0.17227,-0.19614,0.46974,359.982025,12.158535,6.633702,6.222117,7.1224,1.402835
2M17004885-2244301,4826.407,2.823539,-0.371,0.290645,-0.36052,0.14908,0.23144,359.502289,11.8125191,6.483819,5.925045,6.966208,1.175094
2M17004935-2302164,3989.923,1.369484,-0.2226,0.254065,-0.22247,0.18933,0.2283,359.259888,11.6353111,3.464477,3.328458,4.291236,1.030132
2M17005551-2253228,4611.485,2.514668,-0.41038,0.267675,-0.41112,0.18502,0.11182,359.396057,11.7042274,6.673772,6.471201,7.021715,0.9566725
2M17005554-2254269,4766.912,2.533864,-0.087706,0.052847,-0.097288,0.033543,0.098918,359.3815,11.6935511,2.964523,2.916035,2.999081,1.412164
2M17005559-2214279,4766.714,3.302928,0.34328,0.047581,0.31467,0.128376,0.16299,359.930359,12.0880251,2.716822,2.660836,2.867265,1.238782
2M17005828-2241374,3835.86,1.273598,0.25177,0.0269909,0.24127,0.05537999,0.29095,359.56369,11.8117638,6.156252,5.580294,6.584746,1.05259
2M17005837-2147363,4185.215,1.304307,-0.85106,0.281805,-0.85065,0.03870106,0.12214,0.306408793,12.3438292,8.893054,8.254948,8.999458,0.881144
2M17005876-2208326,5141.489,2.755078,-0.60771,0.244855,-0.6209,0.09287399,0.20945,0.0191711783,12.1365013,6.241942,6.121583,6.541559,1.731342
2M17010074-2133380,4695.013,2.389002,-0.58448,0.280855,-0.58547,0.05754101,0.2082,0.504481971,12.4737911,6.255515,5.933294,6.651525,0.9578445
2M17010101-2236422,4259.309,0.9417654,-1.4657,0.281865,-1.4532,-0.4999501,0.3523099,359.637573,11.8518925,6.278424,6.187666,6.744057,0.7758276
2M17010167-2249234,4111.441,1.507618,-0.071943,0.05472,-0.079383,0.040532,0.17322,359.465088,11.724577,4.139036,3.65615,4.442742,1.558216
2M17010423-2251389,4773.607,2.465535,-0.11767,0.097436,-0.11237,0.029381,0.11559,359.440063,11.6943521,1.770426,1.743807,1.798833,1.251671
2M17010529-2147041,4822.975,2.392673,-0.35604,0.206515,-0.37078,0.06067598,0.13812,0.329969525,12.3275137,1.925526,1.885292,1.97251,0.9281325
2M17133542-2426430,4681.429,2.39397,-0.12378,0.117989,-0.13216,0.12269,0.14315,359.831573,8.44157887,2.5986,2.547312,2.64571,0.9909168
2M17133570-2459138,6038.496,4.346224,0.13293,-0.0481297,0.13792,-0.13761,-0.05643501,359.383911,8.1295042,0.2907141,0.2880553,0.2936396,1.115218
2M17134154-2435562,3654.749,0.7301306,-0.45694,0.306495,-0.47637,0.21884,0.15111,359.717834,8.33437824,4.627664,4.625572,4.648462,0.8618742
2M17134276-2405268,4734.739,2.222924,-0.43483,0.319025,-0.42877,0.08322001,0.20287,0.14143528,8.62200165,9.881128,9.748296,10.18816,0.8917546
2M17134354-2444440,4779.623,2.955147,0.07287,0.0310522,0.073285,-0.014223,0.236165,359.600922,8.24403095,1.340603,1.317478,1.355537,1.213862
2M17134614-2455462,4579.774,2.232794,-0.59437,0.280695,-0.58393,0.07157803,0.01366502,359.454437,8.13035679,7.778593,7.446403,8.087193,0.932077
2M17134639-2420587,3882.095,1.044397,-0.31913,0.281075,-0.31669,0.15238,0.23939,359.934906,8.46234322,6.760406,6.482549,7.39306,1.040759
2M17134692-2449535,4644.653,2.468934,-0.28653,0.188545,-0.29419,0.079529,0.1782,359.537201,8.18418407,2.421054,2.276688,2.549231,1.116849
2M17134977-2435317,3835.563,0.9492553,-0.70219,0.308985,-0.70679,0.18304,0.15577,359.741547,8.31274891,6.517863,6.455676,7.239995,0.852
2M17135048-2442297,3886.114,1.185379,0.025347,0.124933,0.011628,0.05706999,0.247799,359.647003,8.24392509,7.707109,7.302573,8.014239,0.9975706
2M17135054-2455188,3963.999,0.8346268,-0.97821,0.253825,-0.99592,-0.11888,0.12768,359.470398,8.12111855,10.0184,9.202704,10.25521,0.8633255
2M17135062-2404124,4602.107,2.55393,-0.00027466,0.081948,0.018191,-0.01244746,0.1717044,0.175885126,8.60933876,8.138089,7.620035,8.466972,1.246424
2M17135069-2514238,4949.852,2.407582,-0.76521,0.277575,-0.71455,0.1781,0.24224,359.207825,7.93794918,8.963472,8.648014,9.618438,0.9098038
2M17135112-2408458,4847.868,2.529741,-0.77066,0.337035,-0.75226,-0.006943941,0.08416003,0.114018567,8.56427765,7.371513,7.022558,7.921673,0.9510968
2M17135140-2504021,3661.257,0.7720777,-0.42245,0.300975,-0.4412,0.21842,0.11095,359.352081,8.03497028,7.407994,7.365443,7.534119,1.656
2M17135235-2430157,4630.086,2.243753,-0.64298,0.289675,-0.64883,0.03245205,0.04353803,359.819885,8.35507679,1.501132,1.471737,1.543734,0.9449208
2M17135340-2417007,3916.037,1.143953,-0.33633,0.260255,-0.33635,0.15875,0.21193,0.00513817696,8.47840881,6.139784,5.990376,6.520791,0.9544801
2M17135374-2420494,4341.142,2.069335,0.012502,0.107226,0.018241,0.044748,0.187041,359.953247,8.44095325,9.771221,9.448659,10.62828,1.169822
2M17135543-2346576,4831.428,2.707327,-0.084641,0.0004050005,-0.096648,-0.012403,0.229077,0.424924016,8.75885391,1.956733,1.835624,2.13178,1.843742
2M17135579-2430204,4595.553,2.382854,0.11581,0.02683569,0.11264,0.026935,0.22163,359.826385,8.34363937,1.837653,1.795629,1.891412,1.016464
2M17135708-2442139,3671.293,1.09184,0.35238,0.0251206,0.34082,0.05230898,0.34614,359.665131,8.22597694,3.232427,3.192443,4.271269,1.088177
2M17135834-2417478,4697.996,2.416754,0.098008,0.0340327,0.10573,-0.059859,0.146788,0.00514445733,8.45555496,10.3919,10.08536,10.6833,1.279463
2M17140177-2439415,4328.082,1.830437,-0.28987,0.186625,-0.30714,0.05165899,0.33893,359.71048,8.23572922,4.819692,4.370078,5.267907,1.437556
2M17140302-2406302,4699.416,2.580275,-0.43674,0.307685,-0.4186,0.11302,0.18444,0.171461552,8.54875374,8.023408,7.730854,8.461357,1.004257
2M17140439-2427434,4549.697,2.672071,0.19034,0.007511001,0.16723,0.03544,0.28889,359.881378,8.34191036,1.932229,1.845414,2.022537,1.129303
2M17140608-2349310,4223.406,1.840422,-0.08669,0.137745,-0.097667,0.074977,0.224657,0.413043261,8.7011776,2.833112,2.516734,2.939769,1.027511
2M17140690-2357581,4615.142,2.689337,0.035194,0.101669,0.055449,-0.0001140013,0.213375,0.297970235,8.61804008,6.831481,6.171419,7.221568,1.202173
2M17140789-2416415,4116.803,1.204358,-0.76229,0.278115,-0.76328,0.03783494,0.22141,0.0414149947,8.43636131,4.032042,3.971784,4.211313,0.8870714
2M17140865-2422267,4389.478,2.334951,0.33043,0.048173,0.33,0.05815598,0.19227,359.963623,8.37907982,8.985332,8.36283,9.410897,1.554736
2M17140962-2508599,4687.934,2.402273,-0.49371,0.233545,-0.44596,0.1395,0.05752999,359.323578,7.93119669,9.08622,8.744613,9.787154,0.965508
2M17141005-2413208,4031.143,1.498545,-0.037364,0.068869,-0.045421,0.039026,0.152657,0.0923696607,8.46155167,3.791588,3.682279,3.982179,1.063062
2M17141178-2443162,3803.098,1.087004,-0.17103,0.250915,-0.17142,0.22642,0.21568,359.683044,8.1704855,6.397453,6.042155,6.812451,1.000199
2M17141372-2428033,4137.872,1.430042,-0.41019,0.235415,-0.41583,0.09357899,0.19809,359.897308,8.30975819,7.749862,6.214639,8.347915,1.268999
2M17141391-2443029,3772.286,0.8908286,-0.51561,0.302995,-0.52263,0.20784,0.15081,359.690765,8.16598701,5.694335,5.42971,5.820803,0.897
2M17141502-2352591,4331.745,1.948023,-0.54135,0.274175,-0.54862,0.1345,0.03126997,0.384794921,8.64018059,2.783207,2.754262,2.813752,0.91124
2M17141526-2519114,3807.214,0.9738414,-0.42739,0.296155,-0.44318,0.19808,0.16033,359.195465,7.81629086,7.687829,7.612446,10.80366,0.894
2M17141593-2523140,4961.808,2.423334,-0.58091,0.344195,-0.53988,0.1777599,0.36016,359.141235,7.7755127,8.408051,8.222899,8.720144,0.863947
2M17141757-2503092,4742.391,2.57807,-0.057036,0.064749,-0.064866,0.035969,0.099271,359.421509,7.96253252,2.058819,2.050916,2.136992,1.647668
2M17141760-2433286,3789.881,0.860653,-0.46431,0.295665,-0.48837,0.22181,0.15763,359.830963,8.24594498,5.111682,5.075336,5.494758,0.878065
2M17141837-2408209,4226.759,1.500997,-0.5277,0.270855,-0.52552,0.10864,0.18365,0.17971836,8.48329449,6.433287,5.725627,7.804317,1.08113
2M17141904-2507369,3921.339,1.145392,-0.19099,0.105442,-0.21701,0.052175,0.20507,359.36322,7.91530848,8.046947,7.832595,8.27834,1.003921
2M17141914-2506397,4873.965,2.174762,-0.43713,0.247905,-0.39672,0.17483,0.10067,359.376587,7.9241209,9.576047,9.260116,9.973156,0.8309
2M17141923-2413055,4769.571,2.643417,0.060038,0.002311001,0.058472,-0.167224,0.384816,0.11606773,8.43539238,1.978013,1.931854,2.003393,1.651112
2M17142073-2419411,3859.909,1.006629,-0.4384,0.288115,-0.44694,0.1305,0.24652,0.0282817669,8.36780834,7.451749,7.388849,8.250676,1.69933
2M17142079-2427418,4843.611,2.587569,-0.04101,0.0294678,-0.047143,-0.031684,0.240743,359.917755,8.29119015,1.620646,1.587597,1.674029,1.66103
2M17142371-2426252,4685.864,2.706714,-0.31667,0.270845,-0.30279,0.10051,0.20718,359.941772,8.29431152,5.953672,5.575222,6.350317,1.016288
2M17142413-2438265,4551.724,2.412761,0.11798,0.01542,0.11253,-0.02313799,0.1452,359.776733,8.17828465,1.903285,1.885992,1.945257,1.059623
2M17142424-2405588,4561.004,2.489518,0.41869,0.004383001,0.40226,0.05102599,0.34367,0.225384071,8.48756599,2.605135,2.566144,2.69041,1.562081
2M17142460-2513220,4468.521,1.508238,-1.1045,0.280015,-1.08,-0.1680501,0.18002,359.296112,7.84316874,9.710992,9.374153,9.911693,0.8531396
2M17142585-2414391,3948.195,1.109945,-0.52404,0.283805,-0.52618,0.1569501,0.2109,0.10904815,8.39987755,5.627207,5.394619,6.397119,0.933582
2M17142680-2454465,4730.792,2.397124,-0.192,0.168205,-0.19153,0.11335,0.21151,359.55722,8.01403427,7.126513,6.910076,7.429474,0.9773321
2M17142706-2442113,4314.061,1.923107,-0.31174,0.234995,-0.3095,0.09027401,0.12542,359.731415,8.13341331,12.37543,11.94279,13.05171,0.9787269
2M17142785-2351211,4133.793,1.21692,-0.78707,0.259945,-0.78507,-0.07466,0.08116502,0.435632914,8.61560154,7.625723,7.247138,7.7916,0.8859691
2M17142789-2424211,4189.083,1.527933,-0.63048,0.292095,-0.62743,0.10976,0.09178805,359.979523,8.30102158,4.15458,4.098818,4.207123,0.9171665
2M17143477-2442165,3783.246,0.9935132,-0.34338,0.277335,-0.36296,0.21203,0.14085,359.747131,8.10865879,8.302061,8.105413,8.499774,0.9563597
2M17143500-2412244,4509.459,2.420807,0.31823,0.004835,0.29973,0.06475902,0.25493,0.160192117,8.39275551,0.6615409,0.6514487,0.6719697,1.08279
2M17143572-2446529,4092.867,1.235496,-0.75625,0.280235,-0.7628,0.07272398,0.1308399,359.685638,8.06176376,7.630101,7.096194,7.833345,0.8907334
2M17143625-2438116,4264.712,1.775655,-0.29999,0.205545,-0.32693,0.007393986,0.3602,359.806702,8.1430006,4.329531,4.040796,4.661934,1.04958
2M17143859-2424223,4109.182,1.215785,-0.78968,0.294315,-0.77802,0.041448,0.1788,0.00271983841,8.26754951,6.924463,6.912771,6.936155,0.83313
2M17143933-2504489,4548.29,2.399029,0.24028,0.049133,0.24211,0.12335,0.18973,359.446136,7.87934113,6.203022,5.985954,6.56076,1.093548
2M17143983-2439271,4618.71,2.259773,-0.40519,0.242955,-0.41006,0.04445499,0.33723,359.79718,8.11988163,6.078246,5.595019,6.490581,1.551075
2M17144003-2433093,4633.33,2.45139,0.041532,0.046195,0.035956,0.06727201,0.119746,359.884583,8.1793108,2.371283,2.294364,2.443698,1.094218
2M17144204-2435163,4481.622,2.360496,0.37967,0.039148,0.37212,0.090655,0.33987,359.859741,8.15288353,6.985612,6.785956,7.263553,1.083218
2M17144260-2349165,3953.202,0.7392135,-0.98103,0.234095,-0.98294,-0.12927,0.30967,0.496834397,8.58921814,7.901327,7.631094,8.202264,0.8586743
2M17144320-2430029,4543.376,2.24847,0.1214,0.01515,0.11254,0.019889,0.26473,359.934418,8.19908047,1.301341,1.290465,1.315464,0.9940821
2M17144441-2434055,4951.73,3.17128,-0.54995,0.326425,-0.5541,-0.03348303,0.23592,359.881195,8.15678596,4.016842,3.804373,4.326478,0.9655356
2M17144741-2443286,3732.34,1.296062,0.35312,0.02625187,0.33962,0.06318501,0.24891,359.758209,8.05796051,5.133575,5.059843,5.422093,1.001096
2M17144801-2411241,4624.204,2.459098,-0.0082483,0.09173,-0.01174,0.0142747,0.1365817,0.20265086,8.3617506,2.946316,2.74314,3.108064,1.623093
2M17144968-2506047,4573.091,2.419359,0.21118,0.0233907,0.22808,0.03822699,0.26971,359.451294,7.835289,6.702984,6.516877,7.032562,1.089064
2M17145149-2448543,4400.398,2.050154,-0.4327,0.257765,-0.4219,0.07301,0.15289,359.6922,7.99352551,9.265227,9.01925,9.460901,0.9475716
2M17145215-2500113,4448.729,2.23163,0.4211,0.019063,0.42927,0.14445,0.12481,359.537964,7.88384819,7.68323,7.2971,13.14341,1.048445
2M17145301-2418410,3742.843,0.9066955,-0.33226,0.304755,-0.34077,0.20913,0.14398,0.112955384,8.27680492,9.396915,8.387345,9.584468,0.8927031
2M17145376-2440561,4543.547,2.220241,-0.38354,0.178315,-0.39001,0.02605098,0.11333,359.80719,8.06247902,0.9101187,0.8894128,0.9364797,0.9970431
2M17145389-2522520,4493.59,2.410901,-0.079543,0.08788,-0.063668,0.05037499,0.069128,359.229034,7.66197348,7.265158,7.088712,7.633142,1.002753
2M17145407-2454443,3817.665,0.8030491,-0.24119,0.160525,-0.2665,0.04980999,0.29341,359.61734,7.92988968,7.82732,7.147687,9.103657,1.182283
2M17145442-2353290,4841.07,2.56849,-0.064936,0.0360617,-0.072041,-0.0003528967,0.152175,0.464585245,8.5122261,2.596973,2.564293,2.643088,1.60078
2M17145544-2521118,4637.617,2.571925,0.40559,-0.019575,0.39681,0.002399713,0.39982,359.255432,7.673141,8.098965,7.229106,8.299047,2.176303
2M17145710-2351226,4570.626,2.550395,-0.032963,0.163305,-0.020017,0.085705,0.247564,0.499631852,8.52387905,6.141237,5.788538,6.505947,1.1876
2M17145769-2451561,4202.643,1.650076,-0.58562,0.261425,-0.59027,0.1349,0.13942,359.66391,7.94543743,5.778761,5.61402,6.138221,0.9137595
2M17145794-2413252,4238.074,1.919174,-0.011482,0.095768,-0.016742,0.046319,0.18664,0.196516424,8.31153965,2.416449,2.378159,2.486626,1.055658
2M17145861-2447597,3752.696,0.9888324,-0.18208,0.261805,-0.19087,0.21455,0.23431,359.720306,7.98012257,1.732388,1.681556,1.83933,0.9674695
2M17150043-2444562,4264.041,1.553266,-0.49975,0.247985,-0.51323,0.11621,0.19868,359.76651,8.00363922,3.554888,3.283162,3.958653,1.111584
2M17150296-2423503,4277.692,1.189435,-1.0598,0.239575,-1.04,-0.2165,0.4253799,0.063501738,8.19673061,6.864526,6.58168,7.097621,0.8618176
2M17150299-2438224,3711.641,0.7060567,-0.098242,0.08303,-0.10564,0.029164,0.242618,359.862732,8.05822086,8.195496,7.44543,9.291888,0.9551471
2M17150310-2449481,3638.688,0.8094212,-0.2152,0.269845,-0.21948,0.22135,0.2474,359.70517,7.94898415,4.109891,3.806547,4.456995,1.013238
2M16453924-1936258,4473.718,2.51711,0.21497,0.0282291,0.20259,0.06633298,0.23504,359.889862,16.5209656,1.59449,1.526127,1.632809,1.19246
2M16454412-2031028,4685.83,2.629985,-0.16421,0.073743,-0.17719,0.04379401,0.21414,359.152191,15.9488192,1.690005,1.596878,1.740854,1.2263
2M16454568-2006228,4414.658,1.87305,-0.69797,0.269645,-0.71891,0.07701898,0.05955303,359.494202,16.1958809,3.308758,3.110849,3.407549,0.899923
2M16454583-2023143,3894.251,0.8895798,-0.60097,0.122424,-0.60317,0.004029393,0.18013,359.263367,16.0233345,12.13665,11.91264,12.27051,0.8760266
2M16454689-1950047,4244.344,1.507588,-0.4638,0.202015,-0.47254,0.04701099,0.28821,359.721161,16.3582458,2.385901,2.366182,2.547084,1.117329
2M16454825-2008594,4273.353,1.981312,-0.025029,0.116657,-0.032042,0.065699,0.115733,359.464813,16.1612911,3.680916,3.5166,3.884412,1.042958
2M16454991-2029238,4670.03,2.445821,0.036456,0.069559,0.022783,0.106778,0.196263,359.189178,15.9478197,2.083573,2.031132,2.138577,1.125905
2M16455281-1903565,4143.127,1.522516,-0.55218,0.306365,-0.55131,0.14894,0.13857,0.371920377,16.8086681,5.952451,5.842436,6.10729,0.9282256
2M16455378-1939443,4373.115,1.321008,-1.2055,0.193125,-1.1871,-0.41038,0.1835301,359.880615,16.4421005,5.255285,5.156012,5.313996,0.782
2M16455465-2030002,4337.507,1.859896,-0.49375,0.271995,-0.49756,0.095301,0.16402,359.192657,15.9270105,4.905833,4.786041,4.979544,0.9360256
2M16455690-1937588,4442.813,2.206431,-0.30138,0.237135,-0.30993,0.14731,0.11184,359.912628,16.4502945,3.187618,3.14167,3.435423,0.9204124
2M16455865-1904278,3827.604,0.8969721,-0.64323,0.312835,-0.65379,0.19159,0.12281,0.379304588,16.7851486,6.554207,6.495142,6.671321,1.279
2M16455959-1918285,4251.611,1.253936,-0.94377,0.268995,-0.94336,-0.07797396,0.33097,0.188187718,16.64007,4.234747,4.123984,6.201489,0.902359
2M16455989-2038420,4341.602,1.807862,-0.32338,0.231625,-0.32815,0.1351,0.18681,359.086639,15.8220062,4.436693,4.251307,4.506303,1.074703
2M16460334-2009286,4102.089,1.349415,-0.68318,0.283635,-0.69116,0.1049671,0.09672606,359.495728,16.1096363,6.303904,6.228608,6.60873,0.8803388
2M16460428-2013226,4830.042,2.469491,-0.3815,0.209155,-0.39698,-0.04500002,0.35931,359.444519,16.0669785,2.790331,2.704557,3.183228,1.214212
2M16460506-2024532,6307.747,4.170039,0.22313,-0.0141887,0.24001,0.006405011,0.30217,359.288635,15.947156,0.4012098,0.3977917,0.4051879,1.39628
2M16460515-1955448,4797.521,2.514652,-0.00845,0.016335,-0.018906,-0.155394,0.301226,359.688782,16.2439098,3.282187,2.880581,3.51155,2.188946
2M16460616-2031006,4592.704,1.954286,-0.69168,0.197325,-0.68602,-0.003532469,0.10224,359.207489,15.8812389,3.989524,3.533954,4.349795,1.168295
2M16460820-2033368,6111.886,4.246624,-0.14852,0.0050997,-0.13986,0.04909501,0.31888,359.176941,15.8483772,0.3307456,0.3285864,0.3329285,1.064842
2M16461113-2013326,4591.114,2.297082,-0.33878,0.120841,-0.34731,0.01651633,0.14318,359.45932,16.0440769,1.626301,1.560885,1.676767,1.021091
