PLATEIFU,redshift,LW_AGE_1RE,LW_AGE_1RE_ERROR,MW_AGE_1RE,MW_AGE_1RE_ERROR,LW_Z_1RE,MW_Z_1RE,PHOTOMETRIC_MASS,stellar_sigma_1re
10216-12705,0.0219717,0.4358452,0.2635511,0.9177339,0.2276723,-0.08359426,-0.1482006,9.517181,58.74695
10216-12705,0.0219717,0.4358452,0.2635511,0.9177339,0.2276723,-0.08359426,-0.1482006,9.517181,62.85927
10216-12705,0.0219717,0.4358452,0.2635511,0.9177339,0.2276723,-0.08359426,-0.1482006,9.517181,58.74695
10216-1901,0.0462749,0.9232631,0.0652686,0.9813004,0.05835779,0.1036171,0.09716599,10.30803,144.4459
10216-1901,0.0462749,0.9232631,0.0652686,0.9813004,0.05835779,0.1036171,0.09716599,10.30803,144.4459
10216-1901,0.0462749,0.9232631,0.0652686,0.9813004,0.05835779,0.1036171,0.09716599,10.30803,144.9667
10216-1901,0.0462749,0.9232631,0.0652686,0.9813004,0.05835779,0.1036171,0.09716599,10.30803,144.4459
10216-1902,0.0452223,0.8212805,0.08509914,0.9489585,0.08032253,-0.004136843,-0.1575422,10.26657,110.4188
10216-1902,0.0452223,0.8212805,0.08509914,0.9489585,0.08032253,-0.004136843,-0.1575422,10.26657,110.4188
10216-1902,0.0452223,0.8212805,0.08509914,0.9489585,0.08032253,-0.004136843,-0.1575422,10.26657,110.2314
10216-1902,0.0452223,0.8212805,0.08509914,0.9489585,0.08032253,-0.004136843,-0.1575422,10.26657,110.4188
10216-3701,0.0462185,0.8799374,0.1173869,1.012552,0.09404929,0.03913355,0.130144,10.46562,109.2977
10216-3701,0.0462185,0.8799374,0.1173869,1.012552,0.09404929,0.03913355,0.130144,10.46562,109.2977
10216-3701,0.0462185,0.8799374,0.1173869,1.012552,0.09404929,0.03913355,0.130144,10.46562,107.9747
10216-3701,0.0462185,0.8799374,0.1173869,1.012552,0.09404929,0.03913355,0.130144,10.46562,109.2977
10216-3702,0.0452326,0.832763,0.1001416,0.9667662,0.0870121,0.1390775,0.1433345,10.40273,94.8737
10216-3702,0.0452326,0.832763,0.1001416,0.9667662,0.0870121,0.1390775,0.1433345,10.40273,94.8737
10216-3702,0.0452326,0.832763,0.1001416,0.9667662,0.0870121,0.1390775,0.1433345,10.40273,95.19353
10216-3702,0.0452326,0.832763,0.1001416,0.9667662,0.0870121,0.1390775,0.1433345,10.40273,94.8737
10216-3703,0.0465506,0.9030374,0.07477519,1.000358,0.04694077,0.2435825,0.2564032,10.44447,199.8044
10216-3703,0.0465506,0.9030374,0.07477519,1.000358,0.04694077,0.2435825,0.2564032,10.44447,199.8044
10216-3703,0.0465506,0.9030374,0.07477519,1.000358,0.04694077,0.2435825,0.2564032,10.44447,199.3862
10216-3703,0.0465506,0.9030374,0.07477519,1.000358,0.04694077,0.2435825,0.2564032,10.44447,199.8044
10216-3704,0.0286623,0.8406418,0.07772304,0.9552178,0.06620517,-0.01243779,-0.1736587,10.6805,141.9113
10216-3704,0.0286623,0.8406418,0.07772304,0.9552178,0.06620517,-0.01243779,-0.1736587,10.6805,141.9113
10216-3704,0.0286623,0.8406418,0.07772304,0.9552178,0.06620517,-0.01243779,-0.1736587,10.6805,141.9113
10216-3704,0.0286623,0.8406418,0.07772304,0.9552178,0.06620517,-0.01243779,-0.1736587,10.6805,141.9113
10216-6101,0.0408673,0.7184402,0.1626351,0.9525766,0.1244623,0.1210864,0.1983844,10.76147,104.4807
10216-6101,0.0408673,0.7184402,0.1626351,0.9525766,0.1244623,0.1210864,0.1983844,10.76147,104.4807
10216-6101,0.0408673,0.7184402,0.1626351,0.9525766,0.1244623,0.1210864,0.1983844,10.76147,104.257
10216-6101,0.0408673,0.7184402,0.1626351,0.9525766,0.1244623,0.1210864,0.1983844,10.76147,104.4807
10216-6102,0.0440461,0.7411644,0.1671526,0.9971491,0.1131895,0.06217125,0.1824344,10.78765,72.83655
10216-6102,0.0440461,0.7411644,0.1671526,0.9971491,0.1131895,0.06217125,0.1824344,10.78765,72.83655
10216-6102,0.0440461,0.7411644,0.1671526,0.9971491,0.1131895,0.06217125,0.1824344,10.78765,70.67017
10216-6102,0.0440461,0.7411644,0.1671526,0.9971491,0.1131895,0.06217125,0.1824344,10.78765,72.83655
10216-6103,0.046202,0.4950038,0.132159,0.6256217,0.1929457,-0.03007036,-0.1816195,10.4242,97.38869
10216-6103,0.046202,0.4950038,0.132159,0.6256217,0.1929457,-0.03007036,-0.1816195,10.4242,97.38869
10216-6103,0.046202,0.4950038,0.132159,0.6256217,0.1929457,-0.03007036,-0.1816195,10.4242,97.47408
10216-6103,0.046202,0.4950038,0.132159,0.6256217,0.1929457,-0.03007036,-0.1816195,10.4242,97.38869
10216-6104,0.0478572,0.4251815,0.2237779,0.7451901,0.2646292,-0.1005163,-0.2772261,10.74371,105.872
10216-6104,0.0478572,0.4251815,0.2237779,0.7451901,0.2646292,-0.1005163,-0.2772261,10.74371,105.872
10216-6104,0.0478572,0.4251815,0.2237779,0.7451901,0.2646292,-0.1005163,-0.2772261,10.74371,104.1654
10216-6104,0.0478572,0.4251815,0.2237779,0.7451901,0.2646292,-0.1005163,-0.2772261,10.74371,105.872
10216-9101,0.0514557,0.8766283,0.1059946,0.9900066,0.07026906,0.222118,0.2338785,11.40063,273.0214
10216-9101,0.0514557,0.8766283,0.1059946,0.9900066,0.07026906,0.222118,0.2338785,11.40063,273.0214
10216-9101,0.0514557,0.8766283,0.1059946,0.9900066,0.07026906,0.222118,0.2338785,11.40063,272.6462
10216-9101,0.0514557,0.8766283,0.1059946,0.9900066,0.07026906,0.222118,0.2338785,11.40063,273.0214
10216-9102,0.0520187,0.9165288,0.1115084,1.041972,0.07079062,0.137566,0.2186892,10.66969,133.9873
10216-9102,0.0520187,0.9165288,0.1115084,1.041972,0.07079062,0.137566,0.2186892,10.66969,133.9873
10216-9102,0.0520187,0.9165288,0.1115084,1.041972,0.07079062,0.137566,0.2186892,10.66969,132.5296
10216-9102,0.0520187,0.9165288,0.1115084,1.041972,0.07079062,0.137566,0.2186892,10.66969,133.9873
10217-12701,0.0503444,0.7097078,0.2343301,0.9406655,0.2139919,-0.4914856,-1.03038,10.23353,73.67763
10217-12701,0.0503444,0.7097078,0.2343301,0.9406655,0.2139919,-0.4914856,-1.03038,10.23353,73.67763
10217-12701,0.0503444,0.7097078,0.2343301,0.9406655,0.2139919,-0.4914856,-1.03038,10.23353,62.64507
10217-12701,0.0503444,0.7097078,0.2343301,0.9406655,0.2139919,-0.4914856,-1.03038,10.23353,73.67763
10217-12702,0.0502071,0.4987275,0.198597,0.8041496,0.2294163,-0.09098879,-0.2468779,10.42719,77.06681
10217-12702,0.0502071,0.4987275,0.198597,0.8041496,0.2294163,-0.09098879,-0.2468779,10.42719,77.06681
10217-12702,0.0502071,0.4987275,0.198597,0.8041496,0.2294163,-0.09098879,-0.2468779,10.42719,76.08039
10217-12702,0.0502071,0.4987275,0.198597,0.8041496,0.2294163,-0.09098879,-0.2468779,10.42719,77.06681
10217-12705,0.0472856,0.5345065,0.218521,0.9101309,0.1878108,-0.02699014,-0.06172304,10.9575,89.74776
10217-12705,0.0472856,0.5345065,0.218521,0.9101309,0.1878108,-0.02699014,-0.06172304,10.9575,89.74776
10217-12705,0.0472856,0.5345065,0.218521,0.9101309,0.1878108,-0.02699014,-0.06172304,10.9575,88.14644
10217-12705,0.0472856,0.5345065,0.218521,0.9101309,0.1878108,-0.02699014,-0.06172304,10.9575,89.74776
10217-1901,0.0291682,0.8387046,0.1135742,0.9860064,0.0898354,0.01121837,-0.02366625,10.38363,100.9537
10217-1901,0.0291682,0.8387046,0.1135742,0.9860064,0.0898354,0.01121837,-0.02366625,10.38363,100.9537
10217-1901,0.0291682,0.8387046,0.1135742,0.9860064,0.0898354,0.01121837,-0.02366625,10.38363,100.9537
10217-1901,0.0291682,0.8387046,0.1135742,0.9860064,0.0898354,0.01121837,-0.02366625,10.38363,100.9537
10217-1902,0.0503408,0.9405892,0.06333275,1.008942,0.0469757,0.08755013,0.06997955,10.59313,178.3887
10217-1902,0.0503408,0.9405892,0.06333275,1.008942,0.0469757,0.08755013,0.06997955,10.59313,178.3887
10217-1902,0.0503408,0.9405892,0.06333275,1.008942,0.0469757,0.08755013,0.06997955,10.59313,178.4297
10217-1902,0.0503408,0.9405892,0.06333275,1.008942,0.0469757,0.08755013,0.06997955,10.59313,178.3887
10217-3701,0.0495985,0.6744994,0.1524362,0.8966453,0.1526553,-0.008179174,-0.0138955,10.42527,114.4925
10217-3701,0.0495985,0.6744994,0.1524362,0.8966453,0.1526553,-0.008179174,-0.0138955,10.42527,114.4925
10217-3701,0.0495985,0.6744994,0.1524362,0.8966453,0.1526553,-0.008179174,-0.0138955,10.42527,113.8894
10217-3701,0.0495985,0.6744994,0.1524362,0.8966453,0.1526553,-0.008179174,-0.0138955,10.42527,114.4925
10217-3702,0.0518635,0.7186766,0.1293156,0.892046,0.125112,0.04901814,-0.09564856,10.5323,149.5317
10217-3702,0.0518635,0.7186766,0.1293156,0.892046,0.125112,0.04901814,-0.09564856,10.5323,149.5317
10217-3702,0.0518635,0.7186766,0.1293156,0.892046,0.125112,0.04901814,-0.09564856,10.5323,149.1983
10217-3702,0.0518635,0.7186766,0.1293156,0.892046,0.125112,0.04901814,-0.09564856,10.5323,149.5317
10217-3703,0.0475661,0.5253853,0.1235992,0.957213,0.103295,-0.07560246,0.03707787,10.83807,121.1162
10217-3703,0.0475661,0.5253853,0.1235992,0.957213,0.103295,-0.07560246,0.03707787,10.83807,121.1162
10217-3703,0.0475661,0.5253853,0.1235992,0.957213,0.103295,-0.07560246,0.03707787,10.83807,120.8309
10217-3703,0.0475661,0.5253853,0.1235992,0.957213,0.103295,-0.07560246,0.03707787,10.83807,121.1162
10217-3704,0.0595888,0.7864389,0.1133112,0.9587216,0.08646715,0.2137406,0.1852664,10.76735,158.5497
10217-3704,0.0595888,0.7864389,0.1133112,0.9587216,0.08646715,0.2137406,0.1852664,10.76735,158.5497
10217-3704,0.0595888,0.7864389,0.1133112,0.9587216,0.08646715,0.2137406,0.1852664,10.76735,158.3879
10217-3704,0.0595888,0.7864389,0.1133112,0.9587216,0.08646715,0.2137406,0.1852664,10.76735,158.5497
10217-6101,0.108284,0.8393171,0.1100693,0.9893938,0.07995435,0.09447905,0.2081744,11.26272,181.0151
10217-6101,0.108284,0.8393171,0.1100693,0.9893938,0.07995435,0.09447905,0.2081744,11.26272,181.0151
10217-6101,0.108284,0.8393171,0.1100693,0.9893938,0.07995435,0.09447905,0.2081744,11.26272,175.9087
10217-6101,0.108284,0.8393171,0.1100693,0.9893938,0.07995435,0.09447905,0.2081744,11.26272,181.0151
10217-6102,0.0477486,0.706924,0.1516023,0.8615428,0.1508328,0.09268791,-0.03331706,10.48281,121.9535
10217-6102,0.0477486,0.706924,0.1516023,0.8615428,0.1508328,0.09268791,-0.03331706,10.48281,121.9535
10217-6102,0.0477486,0.706924,0.1516023,0.8615428,0.1508328,0.09268791,-0.03331706,10.48281,120.8302
10217-6102,0.0477486,0.706924,0.1516023,0.8615428,0.1508328,0.09268791,-0.03331706,10.48281,121.9535
10217-6103,0.0470016,0.6784539,0.1830099,0.9696116,0.131209,-0.05426695,-0.08150739,10.30733,98.27304
10217-6103,0.0470016,0.6784539,0.1830099,0.9696116,0.131209,-0.05426695,-0.08150739,10.30733,98.27304
10217-6103,0.0470016,0.6784539,0.1830099,0.9696116,0.131209,-0.05426695,-0.08150739,10.30733,95.39662
10217-6103,0.0470016,0.6784539,0.1830099,0.9696116,0.131209,-0.05426695,-0.08150739,10.30733,98.27304
10217-6104,0.109197,0.8542951,0.1361417,1.020173,0.1091215,0.3282712,0.3443929,11.26677,234.6936
10217-6104,0.109197,0.8542951,0.1361417,1.020173,0.1091215,0.3282712,0.3443929,11.26677,234.6936
10217-6104,0.109197,0.8542951,0.1361417,1.020173,0.1091215,0.3282712,0.3443929,11.26677,232.1285
10217-6104,0.109197,0.8542951,0.1361417,1.020173,0.1091215,0.3282712,0.3443929,11.26677,234.6936
10217-9101,0.0295406,0.3236911,0.2508413,0.5590728,0.3100115,0.1203868,0.3115229,9.470104,58.87074
10217-9101,0.0295406,0.3236911,0.2508413,0.5590728,0.3100115,0.1203868,0.3115229,9.470104,58.87074
10217-9101,0.0295406,0.3236911,0.2508413,0.5590728,0.3100115,0.1203868,0.3115229,9.470104,95.48723
10217-9101,0.0295406,0.3236911,0.2508413,0.5590728,0.3100115,0.1203868,0.3115229,9.470104,58.87074
10217-9102,0.0155779,0.4841169,0.167833,0.9212996,0.148594,-0.2590893,-0.7905008,9.594287,57.62785
10217-9102,0.0155779,0.4841169,0.167833,0.9212996,0.148594,-0.2590893,-0.7905008,9.594287,57.62785
10217-9102,0.0155779,0.4841169,0.167833,0.9212996,0.148594,-0.2590893,-0.7905008,9.594287,57.18105
10217-9102,0.0155779,0.4841169,0.167833,0.9212996,0.148594,-0.2590893,-0.7905008,9.594287,57.62785
10218-12701,0.0535743,0.5828027,0.1837552,0.9094656,0.1448754,0.03958872,0.03627704,10.61806,87.77652
10218-12701,0.0535743,0.5828027,0.1837552,0.9094656,0.1448754,0.03958872,0.03627704,10.61806,87.77652
10218-12701,0.0535743,0.5828027,0.1837552,0.9094656,0.1448754,0.03958872,0.03627704,10.61806,81.77961
10218-12701,0.0535743,0.5828027,0.1837552,0.9094656,0.1448754,0.03958872,0.03627704,10.61806,87.77652
10218-12702,0.0283086,0.4428422,0.2365196,0.7177719,0.2673739,-0.1336853,-0.4269082,10.38369,51.38618
10218-12702,0.0283086,0.4428422,0.2365196,0.7177719,0.2673739,-0.1336853,-0.4269082,10.38369,51.38618
10218-12702,0.0283086,0.4428422,0.2365196,0.7177719,0.2673739,-0.1336853,-0.4269082,10.38369,63.2725
10218-12702,0.0283086,0.4428422,0.2365196,0.7177719,0.2673739,-0.1336853,-0.4269082,10.38369,51.38618
10218-12703,0.0460914,0.4316086,0.1745921,0.8314414,0.1724341,-0.08800394,-0.1308916,11.02685,138.1973
10218-12703,0.0460914,0.4316086,0.1745921,0.8314414,0.1724341,-0.08800394,-0.1308916,11.02685,138.1973
10218-12703,0.0460914,0.4316086,0.1745921,0.8314414,0.1724341,-0.08800394,-0.1308916,11.02685,137.3063
10218-12703,0.0460914,0.4316086,0.1745921,0.8314414,0.1724341,-0.08800394,-0.1308916,11.02685,138.1973
10218-12704,0.0168641,0.4112167,0.1692461,0.8610879,0.1484513,-0.2895406,-0.9323204,9.118175,59.49111
10218-12704,0.0168641,0.4112167,0.1692461,0.8610879,0.1484513,-0.2895406,-0.9323204,9.118175,59.49111
10218-12704,0.0168641,0.4112167,0.1692461,0.8610879,0.1484513,-0.2895406,-0.9323204,9.118175,59.67913
10218-12704,0.0168641,0.4112167,0.1692461,0.8610879,0.1484513,-0.2895406,-0.9323204,9.118175,59.49111
10218-1901,0.0222606,0.6634239,0.09089692,0.9712687,0.07316875,-0.2911011,-0.7471061,9.319718,57.94551
10218-1901,0.0222606,0.6634239,0.09089692,0.9712687,0.07316875,-0.2911011,-0.7471061,9.319718,57.94551
10218-1901,0.0222606,0.6634239,0.09089692,0.9712687,0.07316875,-0.2911011,-0.7471061,9.319718,58.29587
10218-1901,0.0222606,0.6634239,0.09089692,0.9712687,0.07316875,-0.2911011,-0.7471061,9.319718,57.94551
10218-1902,0.0364051,0.6643803,0.1124887,0.8385814,0.1279856,0.07600411,-0.07019056,10.58072,145.9062
10218-1902,0.0364051,0.6643803,0.1124887,0.8385814,0.1279856,0.07600411,-0.07019056,10.58072,145.9062
10218-1902,0.0364051,0.6643803,0.1124887,0.8385814,0.1279856,0.07600411,-0.07019056,10.58072,145.9062
10218-1902,0.0364051,0.6643803,0.1124887,0.8385814,0.1279856,0.07600411,-0.07019056,10.58072,145.9062
10218-3701,0.0459064,0.4966485,0.2034141,0.861685,0.1883811,-0.06003572,-0.1441435,10.34109,79.33072
10218-3701,0.0459064,0.4966485,0.2034141,0.861685,0.1883811,-0.06003572,-0.1441435,10.34109,79.33072
10218-3701,0.0459064,0.4966485,0.2034141,0.861685,0.1883811,-0.06003572,-0.1441435,10.34109,79.21827
10218-3701,0.0459064,0.4966485,0.2034141,0.861685,0.1883811,-0.06003572,-0.1441435,10.34109,79.33072
10218-3702,0.0715511,0.9294648,0.08475048,0.99936,0.05864811,0.1652522,0.2048224,10.98975,225.0079
10218-3702,0.0715511,0.9294648,0.08475048,0.99936,0.05864811,0.1652522,0.2048224,10.98975,225.0079
10218-3702,0.0715511,0.9294648,0.08475048,0.99936,0.05864811,0.1652522,0.2048224,10.98975,224.7764
10218-3702,0.0715511,0.9294648,0.08475048,0.99936,0.05864811,0.1652522,0.2048224,10.98975,225.0079
10218-3703,0.0287568,0.6542383,0.1440076,0.8953127,0.1315699,0.0414574,0.06455959,10.5334,124.2502
10218-3703,0.0287568,0.6542383,0.1440076,0.8953127,0.1315699,0.0414574,0.06455959,10.5334,124.2502
10218-3703,0.0287568,0.6542383,0.1440076,0.8953127,0.1315699,0.0414574,0.06455959,10.5334,124.2123
10218-3703,0.0287568,0.6542383,0.1440076,0.8953127,0.1315699,0.0414574,0.06455959,10.5334,124.2502
10218-3704,0.0286968,0.435595,0.1624925,0.8520038,0.1686195,-0.1263552,-0.3695876,10.45392,71.39606
10218-3704,0.0286968,0.435595,0.1624925,0.8520038,0.1686195,-0.1263552,-0.3695876,10.45392,71.39606
10218-3704,0.0286968,0.435595,0.1624925,0.8520038,0.1686195,-0.1263552,-0.3695876,10.45392,71.93384
10218-3704,0.0286968,0.435595,0.1624925,0.8520038,0.1686195,-0.1263552,-0.3695876,10.45392,71.39606
10218-6101,0.095022,0.7545236,0.1134576,0.8454062,0.09189308,0.2323356,0.2457196,11.20055,244.2552
10218-6101,0.095022,0.7545236,0.1134576,0.8454062,0.09189308,0.2323356,0.2457196,11.20055,244.2552
10218-6101,0.095022,0.7545236,0.1134576,0.8454062,0.09189308,0.2323356,0.2457196,11.20055,242.2014
10218-6101,0.095022,0.7545236,0.1134576,0.8454062,0.09189308,0.2323356,0.2457196,11.20055,244.2552
10218-6102,0.0288874,0.6965693,0.1348826,0.8685346,0.1380803,0.1350145,0.02442387,10.47301,104.066
10218-6102,0.0288874,0.6965693,0.1348826,0.8685346,0.1380803,0.1350145,0.02442387,10.47301,104.066
10218-6102,0.0288874,0.6965693,0.1348826,0.8685346,0.1380803,0.1350145,0.02442387,10.47301,104.2925
10218-6102,0.0288874,0.6965693,0.1348826,0.8685346,0.1380803,0.1350145,0.02442387,10.47301,104.066
10218-6103,0.0448309,0.5317725,0.1663684,0.9215904,0.154536,-0.3037226,-0.6361513,9.804071,85.06197
10218-6103,0.0448309,0.5317725,0.1663684,0.9215904,0.154536,-0.3037226,-0.6361513,9.804071,85.06197
10218-6103,0.0448309,0.5317725,0.1663684,0.9215904,0.154536,-0.3037226,-0.6361513,9.804071,82.71784
10218-6103,0.0448309,0.5317725,0.1663684,0.9215904,0.154536,-0.3037226,-0.6361513,9.804071,85.06197
10218-6104,0.0448702,0.5146521,0.250788,0.8568952,0.2867791,-0.1661438,-0.2240446,10.18478,87.37227
10218-6104,0.0448702,0.5146521,0.250788,0.8568952,0.2867791,-0.1661438,-0.2240446,10.18478,87.37227
10218-6104,0.0448702,0.5146521,0.250788,0.8568952,0.2867791,-0.1661438,-0.2240446,10.18478,87.18122
10218-6104,0.0448702,0.5146521,0.250788,0.8568952,0.2867791,-0.1661438,-0.2240446,10.18478,87.37227
10218-9101,0.0167039,0.04816448,0.3911957,0.8517026,0.3068346,-0.1147285,-0.3645738,9.030783,60.67855
10218-9101,0.0167039,0.04816448,0.3911957,0.8517026,0.3068346,-0.1147285,-0.3645738,9.030783,60.67855
10218-9101,0.0167039,0.04816448,0.3911957,0.8517026,0.3068346,-0.1147285,-0.3645738,9.030783,70.69601
10218-9101,0.0167039,0.04816448,0.3911957,0.8517026,0.3068346,-0.1147285,-0.3645738,9.030783,60.67855
10219-12701,0.016806,0.4812022,0.2594624,0.8990169,0.221343,-0.116229,-0.4596712,9.917485,50.9385
10219-12701,0.016806,0.4812022,0.2594624,0.8990169,0.221343,-0.116229,-0.4596712,9.917485,50.9385
10219-12701,0.016806,0.4812022,0.2594624,0.8990169,0.221343,-0.116229,-0.4596712,9.917485,52.6332
10219-12701,0.016806,0.4812022,0.2594624,0.8990169,0.221343,-0.116229,-0.4596712,9.917485,50.9385
10219-12702,0.021666,0.6651765,0.1582206,1.028261,0.09985906,0.04771775,0.1803932,10.26793,53.37205
10219-12702,0.021666,0.6651765,0.1582206,1.028261,0.09985906,0.04771775,0.1803932,10.26793,53.37205
10219-12702,0.021666,0.6651765,0.1582206,1.028261,0.09985906,0.04771775,0.1803932,10.26793,52.83993
10219-12702,0.021666,0.6651765,0.1582206,1.028261,0.09985906,0.04771775,0.1803932,10.26793,53.37205
10219-12703,0.092713,0.7257332,0.1864283,0.9945748,0.1407242,0.1130934,0.2168871,11.11042,135.9531
10219-12703,0.092713,0.7257332,0.1864283,0.9945748,0.1407242,0.1130934,0.2168871,11.11042,135.9531
10219-12703,0.092713,0.7257332,0.1864283,0.9945748,0.1407242,0.1130934,0.2168871,11.11042,115.4896
10219-12703,0.092713,0.7257332,0.1864283,0.9945748,0.1407242,0.1130934,0.2168871,11.11042,135.9531
10219-12704,0.0407711,0.7548276,0.1556021,0.9504549,0.1044893,-0.1973772,-0.07667239,9.406512,53.85151
10219-12705,0.0169954,0.4049957,0.29618,0.8619575,0.3041689,-0.1680114,-0.260601,9.567913,52.44638
10219-12705,0.0169954,0.4049957,0.29618,0.8619575,0.3041689,-0.1680114,-0.260601,9.567913,52.44638
10219-12705,0.0169954,0.4049957,0.29618,0.8619575,0.3041689,-0.1680114,-0.260601,9.567913,54.02703
10219-12705,0.0169954,0.4049957,0.29618,0.8619575,0.3041689,-0.1680114,-0.260601,9.567913,52.44638
10219-1901,0.0168638,0.8569709,0.1270212,0.989478,0.1097217,-0.2874974,-0.1897486,9.439855,53.52405
10219-1901,0.0168638,0.8569709,0.1270212,0.989478,0.1097217,-0.2874974,-0.1897486,9.439855,53.52405
10219-1901,0.0168638,0.8569709,0.1270212,0.989478,0.1097217,-0.2874974,-0.1897486,9.439855,53.9365
10219-1901,0.0168638,0.8569709,0.1270212,0.989478,0.1097217,-0.2874974,-0.1897486,9.439855,53.52405
10219-3702,0.0151598,0.9449288,0.09940976,1.036253,0.07299631,-0.1701619,-0.1446726,9.744874,71.69397
10219-3702,0.0151598,0.9449288,0.09940976,1.036253,0.07299631,-0.1701619,-0.1446726,9.744874,71.69397
10219-3702,0.0151598,0.9449288,0.09940976,1.036253,0.07299631,-0.1701619,-0.1446726,9.744874,71.74982
10219-3702,0.0151598,0.9449288,0.09940976,1.036253,0.07299631,-0.1701619,-0.1446726,9.744874,71.69397
10219-3704,0.0924004,0.8470988,0.1245681,0.934218,0.09400518,0.1852894,0.2018826,11.49876,266.7377
10219-3704,0.0924004,0.8470988,0.1245681,0.934218,0.09400518,0.1852894,0.2018826,11.49876,266.7377
10219-3704,0.0924004,0.8470988,0.1245681,0.934218,0.09400518,0.1852894,0.2018826,11.49876,265.0581
10219-3704,0.0924004,0.8470988,0.1245681,0.934218,0.09400518,0.1852894,0.2018826,11.49876,266.7377
10219-6102,0.0150407,0.9143656,0.07489,0.9993393,0.04801597,0.275154,0.2747264,11.03818,263.718
10219-6102,0.0150407,0.9143656,0.07489,0.9993393,0.04801597,0.275154,0.2747264,11.03818,263.718
10219-6102,0.0150407,0.9143656,0.07489,0.9993393,0.04801597,0.275154,0.2747264,11.03818,263.718
10219-6102,0.0150407,0.9143656,0.07489,0.9993393,0.04801597,0.275154,0.2747264,11.03818,263.718
10219-6103,0.0261091,0.7636124,0.1885682,1.018431,0.1700646,-0.0396511,0.04810551,9.522334,54.96393
10219-6103,0.0261091,0.7636124,0.1885682,1.018431,0.1700646,-0.0396511,0.04810551,9.522334,54.96393
10219-6103,0.0261091,0.7636124,0.1885682,1.018431,0.1700646,-0.0396511,0.04810551,9.522334,60.68369
10219-6103,0.0261091,0.7636124,0.1885682,1.018431,0.1700646,-0.0396511,0.04810551,9.522334,54.96393
