PLATEIFU,redshift,LW_AGE_1RE,LW_AGE_1RE_ERROR,MW_AGE_1RE,MW_AGE_1RE_ERROR,LW_Z_1RE,MW_Z_1RE,PHOTOMETRIC_MASS,stellar_sigma_1re
10841-9102,0.06241357,0.8399027,0.1141689,1.002961,0.07330589,0.1588029,0.2119972,11.37751,266.5118
10842-12702,0.03382448,0.2659458,0.3120509,0.5550793,0.3898781,0.006999018,-0.1459764,10.69308,91.26477
10842-12702,0.03382448,0.2659458,0.3120509,0.5550793,0.3898781,0.006999018,-0.1459764,10.69308,91.26477
10842-12702,0.03382448,0.2659458,0.3120509,0.5550793,0.3898781,0.006999018,-0.1459764,10.69308,78.43614
10842-12702,0.03382448,0.2659458,0.3120509,0.5550793,0.3898781,0.006999018,-0.1459764,10.69308,91.26477
10842-12703,0.07360461,0.6512108,0.1817861,0.9405175,0.1440741,-0.004669926,0.05211708,10.85277,98.50924
10842-12703,0.07360461,0.6512108,0.1817861,0.9405175,0.1440741,-0.004669926,0.05211708,10.85277,98.50924
10842-12703,0.07360461,0.6512108,0.1817861,0.9405175,0.1440741,-0.004669926,0.05211708,10.85277,96.67706
10842-12703,0.07360461,0.6512108,0.1817861,0.9405175,0.1440741,-0.004669926,0.05211708,10.85277,98.50924
10842-12704,0.02798166,0.5662097,0.1902284,0.8909475,0.173236,0.07218888,0.1081416,10.63808,95.73249
10842-12704,0.02798166,0.5662097,0.1902284,0.8909475,0.173236,0.07218888,0.1081416,10.63808,95.73249
10842-12704,0.02798166,0.5662097,0.1902284,0.8909475,0.173236,0.07218888,0.1081416,10.63808,95.67953
10842-12704,0.02798166,0.5662097,0.1902284,0.8909475,0.173236,0.07218888,0.1081416,10.63808,95.73249
10842-12705,0.06476798,0.4892646,0.2357593,0.9023293,0.1896404,0.01547668,0.0006484688,10.76106,88.08465
10842-12705,0.06476798,0.4892646,0.2357593,0.9023293,0.1896404,0.01547668,0.0006484688,10.76106,88.08465
10842-12705,0.06476798,0.4892646,0.2357593,0.9023293,0.1896404,0.01547668,0.0006484688,10.76106,85.40437
10842-12705,0.06476798,0.4892646,0.2357593,0.9023293,0.1896404,0.01547668,0.0006484688,10.76106,88.08465
10842-1901,0.07193141,0.6891578,0.1615514,0.9401594,0.1358439,-0.0152597,0.06004673,10.96163,141.6433
10842-1901,0.07193141,0.6891578,0.1615514,0.9401594,0.1358439,-0.0152597,0.06004673,10.96163,141.6433
10842-1901,0.07193141,0.6891578,0.1615514,0.9401594,0.1358439,-0.0152597,0.06004673,10.96163,140.5456
10842-1901,0.07193141,0.6891578,0.1615514,0.9401594,0.1358439,-0.0152597,0.06004673,10.96163,141.6433
10842-3701,0.05433004,0.8862914,0.1025859,0.9719636,0.08408286,0.1203703,0.08518624,10.70334,154.365
10842-3701,0.05433004,0.8862914,0.1025859,0.9719636,0.08408286,0.1203703,0.08518624,10.70334,154.365
10842-3701,0.05433004,0.8862914,0.1025859,0.9719636,0.08408286,0.1203703,0.08518624,10.70334,154.1644
10842-3701,0.05433004,0.8862914,0.1025859,0.9719636,0.08408286,0.1203703,0.08518624,10.70334,154.365
10842-3703,0.03479413,0.4058719,0.2577166,0.7867119,0.2451755,-0.1579116,-0.4342236,10.70384,68.84272
10842-3703,0.03479413,0.4058719,0.2577166,0.7867119,0.2451755,-0.1579116,-0.4342236,10.70384,68.84272
10842-3703,0.03479413,0.4058719,0.2577166,0.7867119,0.2451755,-0.1579116,-0.4342236,10.70384,68.89066
10842-3703,0.03479413,0.4058719,0.2577166,0.7867119,0.2451755,-0.1579116,-0.4342236,10.70384,68.84272
10842-3704,0.08308462,0.8292407,0.1170282,1.006425,0.07292981,0.1226374,0.2590847,11.1547,176.4289
10842-3704,0.08308462,0.8292407,0.1170282,1.006425,0.07292981,0.1226374,0.2590847,11.1547,176.4289
10842-3704,0.08308462,0.8292407,0.1170282,1.006425,0.07292981,0.1226374,0.2590847,11.1547,171.5952
10842-3704,0.08308462,0.8292407,0.1170282,1.006425,0.07292981,0.1226374,0.2590847,11.1547,176.4289
10842-6101,0.08356708,0.8295258,0.1053298,0.97348,0.06874762,0.2073961,0.2633816,11.4081,282.4912
10842-6101,0.08356708,0.8295258,0.1053298,0.97348,0.06874762,0.2073961,0.2633816,11.4081,282.4912
10842-6101,0.08356708,0.8295258,0.1053298,0.97348,0.06874762,0.2073961,0.2633816,11.4081,282.4736
10842-6101,0.08356708,0.8295258,0.1053298,0.97348,0.06874762,0.2073961,0.2633816,11.4081,282.4912
10842-6102,0.03821405,0.6100871,0.1450287,0.79141,0.164983,0.1155879,0.0555289,10.82412,111.4733
10842-6102,0.03821405,0.6100871,0.1450287,0.79141,0.164983,0.1155879,0.0555289,10.82412,111.4733
10842-6102,0.03821405,0.6100871,0.1450287,0.79141,0.164983,0.1155879,0.0555289,10.82412,111.5658
10842-6102,0.03821405,0.6100871,0.1450287,0.79141,0.164983,0.1155879,0.0555289,10.82412,111.4733
10842-6103,0.05400469,0.7654917,0.1616849,0.9932985,0.1161528,0.09075255,0.1684841,11.05613,134.6328
10842-6103,0.05400469,0.7654917,0.1616849,0.9932985,0.1161528,0.09075255,0.1684841,11.05613,134.6328
10842-6103,0.05400469,0.7654917,0.1616849,0.9932985,0.1161528,0.09075255,0.1684841,11.05613,132.3883
10842-6103,0.05400469,0.7654917,0.1616849,0.9932985,0.1161528,0.09075255,0.1684841,11.05613,134.6328
10842-6104,0.07606491,0.7557116,0.14443,0.9695017,0.09557006,0.1867196,0.187999,11.4733,252.629
10842-6104,0.07606491,0.7557116,0.14443,0.9695017,0.09557006,0.1867196,0.187999,11.4733,252.629
10842-6104,0.07606491,0.7557116,0.14443,0.9695017,0.09557006,0.1867196,0.187999,11.4733,246.6026
10842-6104,0.07606491,0.7557116,0.14443,0.9695017,0.09557006,0.1867196,0.187999,11.4733,252.629
10842-9101,0.03825966,0.5302963,0.1991257,0.9201213,0.1731689,-0.06037651,-0.1068574,10.68791,63.77522
10842-9101,0.03825966,0.5302963,0.1991257,0.9201213,0.1731689,-0.06037651,-0.1068574,10.68791,63.77522
10842-9101,0.03825966,0.5302963,0.1991257,0.9201213,0.1731689,-0.06037651,-0.1068574,10.68791,63.17595
10842-9101,0.03825966,0.5302963,0.1991257,0.9201213,0.1731689,-0.06037651,-0.1068574,10.68791,63.77522
10842-9102,0.1260615,0.4690734,0.3774861,0.7500042,0.4430489,0.0873071,0.02485635,11.36263,172.2009
10842-9102,0.1260615,0.4690734,0.3774861,0.7500042,0.4430489,0.0873071,0.02485635,11.36263,172.2009
10842-9102,0.1260615,0.4690734,0.3774861,0.7500042,0.4430489,0.0873071,0.02485635,11.36263,139.9755
10842-9102,0.1260615,0.4690734,0.3774861,0.7500042,0.4430489,0.0873071,0.02485635,11.36263,172.2009
10843-12701,0.087761,0.7973485,0.1216675,0.942555,0.09219729,0.1198631,0.2019046,11.6064,252.8456
10843-12701,0.087761,0.7973485,0.1216675,0.942555,0.09219729,0.1198631,0.2019046,11.6064,252.8456
10843-12701,0.087761,0.7973485,0.1216675,0.942555,0.09219729,0.1198631,0.2019046,11.6064,281.3954
10843-12701,0.087761,0.7973485,0.1216675,0.942555,0.09219729,0.1198631,0.2019046,11.6064,252.8456
10843-12702,0.03541203,0.374198,0.3030796,0.6081144,0.4054989,-0.2026139,-0.3858359,9.382391,60.61263
10843-12702,0.03541203,0.374198,0.3030796,0.6081144,0.4054989,-0.2026139,-0.3858359,9.382391,60.61263
10843-12702,0.03541203,0.374198,0.3030796,0.6081144,0.4054989,-0.2026139,-0.3858359,9.382391,61.33624
10843-12702,0.03541203,0.374198,0.3030796,0.6081144,0.4054989,-0.2026139,-0.3858359,9.382391,60.61263
10843-12703,0.03902926,0.6132317,0.1782126,0.920471,0.174227,-0.1340169,-0.5371259,9.826423,56.98126
10843-12703,0.03902926,0.6132317,0.1782126,0.920471,0.174227,-0.1340169,-0.5371259,9.826423,56.98126
10843-12703,0.03902926,0.6132317,0.1782126,0.920471,0.174227,-0.1340169,-0.5371259,9.826423,58.0423
10843-12703,0.03902926,0.6132317,0.1782126,0.920471,0.174227,-0.1340169,-0.5371259,9.826423,56.98126
10843-12705,0.1048315,0.668166,0.1406953,0.772328,0.1499346,-0.08423854,0.1396446,11.24498,211.808
10843-12705,0.1048315,0.668166,0.1406953,0.772328,0.1499346,-0.08423854,0.1396446,11.24498,211.808
10843-12705,0.1048315,0.668166,0.1406953,0.772328,0.1499346,-0.08423854,0.1396446,11.24498,219.6111
10843-12705,0.1048315,0.668166,0.1406953,0.772328,0.1499346,-0.08423854,0.1396446,11.24498,211.808
10843-1901,0.033022,0.3624176,0.1398562,0.7403936,0.1780258,-0.03698663,-0.1648443,10.18331,84.73355
10843-1901,0.033022,0.3624176,0.1398562,0.7403936,0.1780258,-0.03698663,-0.1648443,10.18331,84.73355
10843-1901,0.033022,0.3624176,0.1398562,0.7403936,0.1780258,-0.03698663,-0.1648443,10.18331,84.98174
10843-1901,0.033022,0.3624176,0.1398562,0.7403936,0.1780258,-0.03698663,-0.1648443,10.18331,84.73355
10843-1902,0.0464684,0.8778295,0.1014201,1.0012,0.07859401,0.1862522,0.1927588,10.4952,108.5604
10843-1902,0.0464684,0.8778295,0.1014201,1.0012,0.07859401,0.1862522,0.1927588,10.4952,108.5604
10843-1902,0.0464684,0.8778295,0.1014201,1.0012,0.07859401,0.1862522,0.1927588,10.4952,108.752
10843-1902,0.0464684,0.8778295,0.1014201,1.0012,0.07859401,0.1862522,0.1927588,10.4952,108.5604
10843-3701,0.02094694,0.5681607,0.1596861,0.7409887,0.1804814,-0.07965774,-0.2575395,9.861852,90.80524
10843-3701,0.02094694,0.5681607,0.1596861,0.7409887,0.1804814,-0.07965774,-0.2575395,9.861852,90.80524
10843-3701,0.02094694,0.5681607,0.1596861,0.7409887,0.1804814,-0.07965774,-0.2575395,9.861852,90.15438
10843-3701,0.02094694,0.5681607,0.1596861,0.7409887,0.1804814,-0.07965774,-0.2575395,9.861852,90.80524
10843-3702,0.02746993,0.5502554,0.1378504,0.7442318,0.1773316,0.03178308,-0.09675212,10.6777,129.8048
10843-3702,0.02746993,0.5502554,0.1378504,0.7442318,0.1773316,0.03178308,-0.09675212,10.6777,129.8048
10843-3702,0.02746993,0.5502554,0.1378504,0.7442318,0.1773316,0.03178308,-0.09675212,10.6777,129.7821
10843-3702,0.02746993,0.5502554,0.1378504,0.7442318,0.1773316,0.03178308,-0.09675212,10.6777,129.8048
10843-3703,0.02139691,0.4672872,0.1576152,0.748151,0.1913041,-0.1714178,-0.2608915,9.688152,65.55303
10843-3703,0.02139691,0.4672872,0.1576152,0.748151,0.1913041,-0.1714178,-0.2608915,9.688152,65.55303
10843-3703,0.02139691,0.4672872,0.1576152,0.748151,0.1913041,-0.1714178,-0.2608915,9.688152,65.82911
10843-3703,0.02139691,0.4672872,0.1576152,0.748151,0.1913041,-0.1714178,-0.2608915,9.688152,65.55303
10843-3704,0.06139873,0.8517765,0.1093579,0.9838625,0.07098853,0.2544369,0.256869,11.21938,273.9884
10843-3704,0.06139873,0.8517765,0.1093579,0.9838625,0.07098853,0.2544369,0.256869,11.21938,273.9884
10843-3704,0.06139873,0.8517765,0.1093579,0.9838625,0.07098853,0.2544369,0.256869,11.21938,272.9126
10843-3704,0.06139873,0.8517765,0.1093579,0.9838625,0.07098853,0.2544369,0.256869,11.21938,273.9884
10843-6101,0.0876554,0.6392381,0.1415385,0.8216215,0.1461134,0.1105107,0.08083265,11.1499,230.001
10843-6101,0.0876554,0.6392381,0.1415385,0.8216215,0.1461134,0.1105107,0.08083265,11.1499,230.001
10843-6101,0.0876554,0.6392381,0.1415385,0.8216215,0.1461134,0.1105107,0.08083265,11.1499,225.059
10843-6101,0.0876554,0.6392381,0.1415385,0.8216215,0.1461134,0.1105107,0.08083265,11.1499,230.001
10843-6102,0.0650453,0.8908395,0.09818745,1.002088,0.0675165,0.1695258,0.2322823,11.22623,240.46
10843-6102,0.0650453,0.8908395,0.09818745,1.002088,0.0675165,0.1695258,0.2322823,11.22623,240.46
10843-6102,0.0650453,0.8908395,0.09818745,1.002088,0.0675165,0.1695258,0.2322823,11.22623,238.3681
10843-6102,0.0650453,0.8908395,0.09818745,1.002088,0.0675165,0.1695258,0.2322823,11.22623,240.46
10843-6104,0.03545549,0.5991904,0.1129877,1.011874,0.08946653,-0.2518487,-1.142068,9.41153,54.77473
10843-6104,0.03545549,0.5991904,0.1129877,1.011874,0.08946653,-0.2518487,-1.142068,9.41153,54.77473
10843-6104,0.03545549,0.5991904,0.1129877,1.011874,0.08946653,-0.2518487,-1.142068,9.41153,57.56673
10843-6104,0.03545549,0.5991904,0.1129877,1.011874,0.08946653,-0.2518487,-1.142068,9.41153,54.77473
10843-9101,0.083,0.5640028,0.1655371,0.9081467,0.1627834,-0.02882589,-0.02432598,10.96645,121.1791
10843-9101,0.083,0.5640028,0.1655371,0.9081467,0.1627834,-0.02882589,-0.02432598,10.96645,121.1791
10843-9101,0.083,0.5640028,0.1655371,0.9081467,0.1627834,-0.02882589,-0.02432598,10.96645,120.6182
10843-9101,0.083,0.5640028,0.1655371,0.9081467,0.1627834,-0.02882589,-0.02432598,10.96645,121.1791
10843-9102,0.04578607,0.6596449,0.1483783,0.9063859,0.1499408,-0.3394925,-0.6339751,10.1481,72.43574
10843-9102,0.04578607,0.6596449,0.1483783,0.9063859,0.1499408,-0.3394925,-0.6339751,10.1481,72.43574
10843-9102,0.04578607,0.6596449,0.1483783,0.9063859,0.1499408,-0.3394925,-0.6339751,10.1481,72.68597
10843-9102,0.04578607,0.6596449,0.1483783,0.9063859,0.1499408,-0.3394925,-0.6339751,10.1481,72.43574
10844-12701,0.02343239,0.422797,0.2538961,0.8282609,0.2421227,-0.1555313,-0.5471236,9.106907,59.88523
10844-12701,0.02343239,0.422797,0.2538961,0.8282609,0.2421227,-0.1555313,-0.5471236,9.106907,59.88523
10844-12701,0.02343239,0.422797,0.2538961,0.8282609,0.2421227,-0.1555313,-0.5471236,9.106907,68.60292
10844-12701,0.02343239,0.422797,0.2538961,0.8282609,0.2421227,-0.1555313,-0.5471236,9.106907,59.88523
10844-12703,0.08777141,0.9252014,0.09148135,1.058905,0.0504861,0.2921646,0.3361453,11.128,174.5666
10844-12703,0.08777141,0.9252014,0.09148135,1.058905,0.0504861,0.2921646,0.3361453,11.128,174.5666
10844-12703,0.08777141,0.9252014,0.09148135,1.058905,0.0504861,0.2921646,0.3361453,11.128,165.6044
10844-12703,0.08777141,0.9252014,0.09148135,1.058905,0.0504861,0.2921646,0.3361453,11.128,174.5666
10844-12704,0.1167774,0.6497335,0.2757953,0.8728827,0.1301131,0.2166811,0.2542642,11.30807,216.3422
10844-12704,0.1167774,0.6497335,0.2757953,0.8728827,0.1301131,0.2166811,0.2542642,11.30807,216.3422
10844-12704,0.1167774,0.6497335,0.2757953,0.8728827,0.1301131,0.2166811,0.2542642,11.30807,202.3304
10844-12704,0.1167774,0.6497335,0.2757953,0.8728827,0.1301131,0.2166811,0.2542642,11.30807,216.3422
10844-12705,0.06323275,0.3960098,0.1433823,0.6785932,0.1840762,-0.05532149,-0.297593,10.77213,94.31682
10844-12705,0.06323275,0.3960098,0.1433823,0.6785932,0.1840762,-0.05532149,-0.297593,10.77213,94.31682
10844-12705,0.06323275,0.3960098,0.1433823,0.6785932,0.1840762,-0.05532149,-0.297593,10.77213,95.03468
10844-12705,0.06323275,0.3960098,0.1433823,0.6785932,0.1840762,-0.05532149,-0.297593,10.77213,94.31682
10844-1901,0.02299061,0.5993574,0.2146389,0.8990692,0.1812841,0.09342151,0.04763453,10.37581,100.085
10844-1901,0.02299061,0.5993574,0.2146389,0.8990692,0.1812841,0.09342151,0.04763453,10.37581,100.085
10844-1901,0.02299061,0.5993574,0.2146389,0.8990692,0.1812841,0.09342151,0.04763453,10.37581,100.4135
10844-1901,0.02299061,0.5993574,0.2146389,0.8990692,0.1812841,0.09342151,0.04763453,10.37581,100.085
10844-1902,0.0467084,0.3822196,0.1448284,0.6987796,0.1769007,-0.05553786,-0.1537686,10.55983,140.9586
10844-1902,0.0467084,0.3822196,0.1448284,0.6987796,0.1769007,-0.05553786,-0.1537686,10.55983,140.9586
10844-1902,0.0467084,0.3822196,0.1448284,0.6987796,0.1769007,-0.05553786,-0.1537686,10.55983,140.9586
10844-1902,0.0467084,0.3822196,0.1448284,0.6987796,0.1769007,-0.05553786,-0.1537686,10.55983,140.9586
10844-3701,0.1166405,0.7985593,0.1409881,0.9334317,0.1188764,0.1432074,0.1267514,11.37404,199.9439
10844-3701,0.1166405,0.7985593,0.1409881,0.9334317,0.1188764,0.1432074,0.1267514,11.37404,199.9439
10844-3701,0.1166405,0.7985593,0.1409881,0.9334317,0.1188764,0.1432074,0.1267514,11.37404,197.7376
10844-3701,0.1166405,0.7985593,0.1409881,0.9334317,0.1188764,0.1432074,0.1267514,11.37404,199.9439
10844-3702,0.02737029,0.874913,0.1149873,1.00034,0.07333317,0.1915146,0.18799,10.47334,121.2324
10844-3702,0.02737029,0.874913,0.1149873,1.00034,0.07333317,0.1915146,0.18799,10.47334,121.2324
10844-3702,0.02737029,0.874913,0.1149873,1.00034,0.07333317,0.1915146,0.18799,10.47334,120.4076
10844-3702,0.02737029,0.874913,0.1149873,1.00034,0.07333317,0.1915146,0.18799,10.47334,121.2324
10844-3704,0.08771888,0.6573199,0.1184628,0.830432,0.09646703,0.1291672,0.1745319,11.331,261.1828
10844-3704,0.08771888,0.6573199,0.1184628,0.830432,0.09646703,0.1291672,0.1745319,11.331,261.1828
10844-3704,0.08771888,0.6573199,0.1184628,0.830432,0.09646703,0.1291672,0.1745319,11.331,257.7878
10844-3704,0.08771888,0.6573199,0.1184628,0.830432,0.09646703,0.1291672,0.1745319,11.331,261.1828
10844-6101,0.02852952,0.6997809,0.1575431,0.8933673,0.1624783,-0.0009757004,-0.1785741,10.16562,80.20167
10844-6101,0.02852952,0.6997809,0.1575431,0.8933673,0.1624783,-0.0009757004,-0.1785741,10.16562,80.20167
10844-6101,0.02852952,0.6997809,0.1575431,0.8933673,0.1624783,-0.0009757004,-0.1785741,10.16562,79.92217
10844-6101,0.02852952,0.6997809,0.1575431,0.8933673,0.1624783,-0.0009757004,-0.1785741,10.16562,80.20167
10844-6102,0.06130094,0.8806117,0.1143519,1.001867,0.07466675,0.1948377,0.2276764,11.26708,246.1488
10844-6102,0.06130094,0.8806117,0.1143519,1.001867,0.07466675,0.1948377,0.2276764,11.26708,246.1488
10844-6102,0.06130094,0.8806117,0.1143519,1.001867,0.07466675,0.1948377,0.2276764,11.26708,243.6284
10844-6102,0.06130094,0.8806117,0.1143519,1.001867,0.07466675,0.1948377,0.2276764,11.26708,246.1488
10844-6103,0.06182473,0.8712963,0.1050788,0.9618549,0.08602569,0.1023288,0.1283771,10.91505,189.3879
10844-6103,0.06182473,0.8712963,0.1050788,0.9618549,0.08602569,0.1023288,0.1283771,10.91505,189.3879
10844-6103,0.06182473,0.8712963,0.1050788,0.9618549,0.08602569,0.1023288,0.1283771,10.91505,190.2212
10844-6103,0.06182473,0.8712963,0.1050788,0.9618549,0.08602569,0.1023288,0.1283771,10.91505,189.3879
10844-6104,0.06144884,0.8282134,0.1117625,0.9549222,0.07912558,0.2342694,0.2342898,11.20833,225.8365
10844-6104,0.06144884,0.8282134,0.1117625,0.9549222,0.07912558,0.2342694,0.2342898,11.20833,225.8365
10844-6104,0.06144884,0.8282134,0.1117625,0.9549222,0.07912558,0.2342694,0.2342898,11.20833,225.5223
10844-6104,0.06144884,0.8282134,0.1117625,0.9549222,0.07912558,0.2342694,0.2342898,11.20833,225.8365
10844-9101,0.02249291,0.009990538,0.3550203,0.7828386,0.2457086,-0.136509,-0.4086924,9.610119,50.44985
10844-9102,0.09154072,0.9008167,0.08594241,0.977645,0.0661533,-0.006891806,0.03046379,11.38304,250.3305
10844-9102,0.09154072,0.9008167,0.08594241,0.977645,0.0661533,-0.006891806,0.03046379,11.38304,250.3305
10844-9102,0.09154072,0.9008167,0.08594241,0.977645,0.0661533,-0.006891806,0.03046379,11.38304,284.4195
10844-9102,0.09154072,0.9008167,0.08594241,0.977645,0.0661533,-0.006891806,0.03046379,11.38304,250.3305
10845-12701,0.06007185,0.515399,0.211005,0.9083262,0.1665407,0.007326572,0.1430734,10.75341,131.3018
10845-12701,0.06007185,0.515399,0.211005,0.9083262,0.1665407,0.007326572,0.1430734,10.75341,131.3018
10845-12701,0.06007185,0.515399,0.211005,0.9083262,0.1665407,0.007326572,0.1430734,10.75341,127.1602
10845-12701,0.06007185,0.515399,0.211005,0.9083262,0.1665407,0.007326572,0.1430734,10.75341,131.3018
10845-12702,0.02456283,0.1959509,0.34153,0.7795525,0.2996382,-0.01158866,-0.1629221,10.20994,52.72258
10845-12702,0.02456283,0.1959509,0.34153,0.7795525,0.2996382,-0.01158866,-0.1629221,10.20994,52.72258
10845-12702,0.02456283,0.1959509,0.34153,0.7795525,0.2996382,-0.01158866,-0.1629221,10.20994,53.48275
10845-12702,0.02456283,0.1959509,0.34153,0.7795525,0.2996382,-0.01158866,-0.1629221,10.20994,52.72258
10845-12704,0.04745598,0.6184747,0.21514,0.9371374,0.1680581,-0.1683818,-0.2452195,10.30443,53.76857
10845-12704,0.04745598,0.6184747,0.21514,0.9371374,0.1680581,-0.1683818,-0.2452195,10.30443,53.76857
10845-12704,0.04745598,0.6184747,0.21514,0.9371374,0.1680581,-0.1683818,-0.2452195,10.30443,51.99289
10845-12704,0.04745598,0.6184747,0.21514,0.9371374,0.1680581,-0.1683818,-0.2452195,10.30443,53.76857
10845-12705,0.02927641,0.552707,0.1677673,0.7991402,0.1883476,0.01444307,-0.04362844,10.7404,87.15507
10845-12705,0.02927641,0.552707,0.1677673,0.7991402,0.1883476,0.01444307,-0.04362844,10.7404,87.15507
10845-12705,0.02927641,0.552707,0.1677673,0.7991402,0.1883476,0.01444307,-0.04362844,10.7404,86.81402
10845-12705,0.02927641,0.552707,0.1677673,0.7991402,0.1883476,0.01444307,-0.04362844,10.7404,87.15507
10845-1901,0.03065149,0.8557202,0.07392067,0.9584103,0.05311034,0.2580419,0.2505298,10.48961,200.1522
10845-1901,0.03065149,0.8557202,0.07392067,0.9584103,0.05311034,0.2580419,0.2505298,10.48961,200.1522
10845-1901,0.03065149,0.8557202,0.07392067,0.9584103,0.05311034,0.2580419,0.2505298,10.48961,200.2244
10845-1901,0.03065149,0.8557202,0.07392067,0.9584103,0.05311034,0.2580419,0.2505298,10.48961,200.1522
10845-1902,0.03199345,0.8442599,0.06468474,0.9543589,0.06019919,0.1145254,0.01913292,10.56718,123.614
10845-1902,0.03199345,0.8442599,0.06468474,0.9543589,0.06019919,0.1145254,0.01913292,10.56718,123.614
10845-1902,0.03199345,0.8442599,0.06468474,0.9543589,0.06019919,0.1145254,0.01913292,10.56718,123.614
10845-1902,0.03199345,0.8442599,0.06468474,0.9543589,0.06019919,0.1145254,0.01913292,10.56718,123.614
10845-3701,0.100966,0.8127926,0.1346229,0.9927487,0.09373289,0.2084,0.2832361,11.43167,241.0772
10845-3701,0.100966,0.8127926,0.1346229,0.9927487,0.09373289,0.2084,0.2832361,11.43167,241.0772
10845-3701,0.100966,0.8127926,0.1346229,0.9927487,0.09373289,0.2084,0.2832361,11.43167,239.9763
10845-3701,0.100966,0.8127926,0.1346229,0.9927487,0.09373289,0.2084,0.2832361,11.43167,241.0772
10845-3702,0.03292574,0.899278,0.1067089,1.013595,0.0731509,0.1206097,0.1148724,10.63192,169.3669
10845-3702,0.03292574,0.899278,0.1067089,1.013595,0.0731509,0.1206097,0.1148724,10.63192,169.3669
10845-3702,0.03292574,0.899278,0.1067089,1.013595,0.0731509,0.1206097,0.1148724,10.63192,169.2836
10845-3702,0.03292574,0.899278,0.1067089,1.013595,0.0731509,0.1206097,0.1148724,10.63192,169.3669
10845-3703,0.03450957,0.87722,0.06720313,0.9681815,0.06306294,0.1096185,0.0329099,11.00815,207.5557
10845-3703,0.03450957,0.87722,0.06720313,0.9681815,0.06306294,0.1096185,0.0329099,11.00815,207.5557
10845-3703,0.03450957,0.87722,0.06720313,0.9681815,0.06306294,0.1096185,0.0329099,11.00815,207.5558
10845-3703,0.03450957,0.87722,0.06720313,0.9681815,0.06306294,0.1096185,0.0329099,11.00815,207.5557
10845-3704,0.07096177,0.8874155,0.08913776,0.9648632,0.06458966,0.2552054,0.2520128,11.00556,315.7293
10845-3704,0.07096177,0.8874155,0.08913776,0.9648632,0.06458966,0.2552054,0.2520128,11.00556,315.7293
10845-3704,0.07096177,0.8874155,0.08913776,0.9648632,0.06458966,0.2552054,0.2520128,11.00556,313.6951
10845-3704,0.07096177,0.8874155,0.08913776,0.9648632,0.06458966,0.2552054,0.2520128,11.00556,315.7293
10845-6102,0.05678539,0.33518,0.2532619,0.7980624,0.2422562,-0.2157321,-0.6883302,10.53304,72.33642
10845-6102,0.05678539,0.33518,0.2532619,0.7980624,0.2422562,-0.2157321,-0.6883302,10.53304,72.33642
10845-6102,0.05678539,0.33518,0.2532619,0.7980624,0.2422562,-0.2157321,-0.6883302,10.53304,71.38207
10845-6102,0.05678539,0.33518,0.2532619,0.7980624,0.2422562,-0.2157321,-0.6883302,10.53304,72.33642
10845-6103,0.03335052,0.877916,0.1234688,1.021337,0.08080413,0.131395,0.0969348,10.53828,113.6196
10845-6103,0.03335052,0.877916,0.1234688,1.021337,0.08080413,0.131395,0.0969348,10.53828,113.6196
10845-6103,0.03335052,0.877916,0.1234688,1.021337,0.08080413,0.131395,0.0969348,10.53828,111.4149
10845-6103,0.03335052,0.877916,0.1234688,1.021337,0.08080413,0.131395,0.0969348,10.53828,113.6196
10845-6104,0.06151607,0.4327196,0.1803137,0.6547068,0.2309918,0.0324101,-0.004667766,10.74966,130.7142
10845-6104,0.06151607,0.4327196,0.1803137,0.6547068,0.2309918,0.0324101,-0.004667766,10.74966,130.7142
10845-6104,0.06151607,0.4327196,0.1803137,0.6547068,0.2309918,0.0324101,-0.004667766,10.74966,130.6521
10845-6104,0.06151607,0.4327196,0.1803137,0.6547068,0.2309918,0.0324101,-0.004667766,10.74966,130.7142
10845-9101,0.03031061,0.7273719,0.1696674,0.9743806,0.1330663,0.1335933,0.1590478,10.54828,86.51723
10845-9101,0.03031061,0.7273719,0.1696674,0.9743806,0.1330663,0.1335933,0.1590478,10.54828,86.51723
10845-9101,0.03031061,0.7273719,0.1696674,0.9743806,0.1330663,0.1335933,0.1590478,10.54828,85.07166
10845-9101,0.03031061,0.7273719,0.1696674,0.9743806,0.1330663,0.1335933,0.1590478,10.54828,86.51723
10845-9102,0.07916285,0.6269668,0.1666463,0.8250538,0.1761969,-0.1201967,-0.4099667,10.91181,81.22101
10845-9102,0.07916285,0.6269668,0.1666463,0.8250538,0.1761969,-0.1201967,-0.4099667,10.91181,81.22101
10845-9102,0.07916285,0.6269668,0.1666463,0.8250538,0.1761969,-0.1201967,-0.4099667,10.91181,67.67521
10845-9102,0.07916285,0.6269668,0.1666463,0.8250538,0.1761969,-0.1201967,-0.4099667,10.91181,81.22101
10846-12701,0.09844736,0.8575978,0.1205386,0.9637868,0.084611,0.2378557,0.2309452,11.50668,241.3391
10846-12701,0.09844736,0.8575978,0.1205386,0.9637868,0.084611,0.2378557,0.2309452,11.50668,241.3391
10846-12701,0.09844736,0.8575978,0.1205386,0.9637868,0.084611,0.2378557,0.2309452,11.50668,259.7684
10846-12701,0.09844736,0.8575978,0.1205386,0.9637868,0.084611,0.2378557,0.2309452,11.50668,241.3391
10846-12702,0.04812082,0.7003967,0.1397165,0.9427025,0.08716011,0.1707157,0.1841314,11.28909,239.0099
10846-12702,0.04812082,0.7003967,0.1397165,0.9427025,0.08716011,0.1707157,0.1841314,11.28909,239.0099
