apogee_id,dist50,glon,glat,mn_fe,fe_h
2M17163659-2350075,15.38813,0.735034943,8.22392654,-0.0006879866,-0.28872
2M17163687-2449275,5.130754,359.914124,7.66100883,-0.09223801,-0.63655
2M17163740-2433569,2.252225,0.129802704,7.80645514,0.237932,0.31672
2M17163815-2513026,6.928041,359.590942,7.43319416,0.201342,0.3931
2M17163981-2443034,7.712455,0.00902019721,7.71258783,-0.151278,-0.76642
2M17163990-2416311,2.212151,0.376519144,7.96376181,0.06810199,0.10001
2M17164033-2342156,7.035615,0.852281749,8.28655434,0.263692,0.5082
2M17164039-2426440,3.187433,0.23616001,7.86548567,0.03096199,-0.36616
2M17164075-2440386,7.492887,0.0444734395,7.73254251,-0.08180797,-0.81249
2M17164197-2351038,1.444447,0.73377955,8.19817257,0.0988325,0.16774
2M17164290-2422579,7.881837,0.293789208,7.8933363,-0.1236179,-0.93378
2M17164386-2512292,6.626963,359.611023,7.42079306,0.136932,-0.051598
2M17164464-2524209,2.920449,359.448853,7.30575228,-0.05646801,-0.16564
2M17164501-2457317,1.577322,359.820221,7.55916548,-0.06535798,-0.5008
2M17164706-2416402,0.2978154,0.390034586,7.93994474,0.052201,0.10343
2M17164717-2422364,8.766899,0.308053672,7.88339281,-0.1365181,-0.55581
2M17164758-2352494,9.831338,0.721615672,8.16392803,-0.076298,-0.40884
2M17164783-2450104,4.542496,359.928009,7.62016201,-0.07690799,-0.25365
2M17164800-2453348,2.618692,359.881287,7.58730745,-0.02022602,-0.083262
2M17164821-2427273,6.885164,0.243200392,7.83425331,0.149362,0.343
2M17164938-2515079,2.921751,359.586395,7.37858963,0.06719199,0.3545
2M17165079-2422565,7.575852,0.311285645,7.86891842,-0.183398,-1.0615
2M17165129-2455473,8.938679,359.85788,7.55615377,-0.175858,-0.45311
2M17165208-2348160,1.447066,0.794663191,8.19287205,0.0511876,0.064066
2M17165265-2450103,8.81566,359.938477,7.6051898,-0.204788,-0.74951
2M17165267-2417362,5.02666,0.389313251,7.91359377,-0.230588,-0.59673
2M17165267-2427531,2.015969,0.246953845,7.81625891,0.08307199,0.1486
2M17165308-2400370,6.097501,0.625580728,8.07300472,0.234512,0.36804
2M17165388-2501435,1.658781,359.781433,7.49182224,0.09932199,0.13096
2M17165432-2453214,7.357187,359.898071,7.5698185,-0.07060802,-0.62773
2M17165461-2508402,1.738241,359.687012,7.42369032,-0.09135801,-0.10099
2M17165562-2430330,7.935726,0.2164388,7.78182411,-0.724798,-0.7679
2M17165690-2416360,6.516542,0.412407964,7.90985346,-0.01232803,-0.57202
2M17165993-2506025,0.577676,359.734863,7.43212414,0.03000751,0.15737
2M17170073-2352497,4.839371,0.750259161,8.12261868,-0.014458,-0.54244
2M17170073-2516474,1.456621,359.588043,7.32771015,0.136192,0.25667
2M17170088-2513477,6.6182,359.629761,7.3556509,-0.143558,-0.59711
2M17170096-2409378,6.421501,0.517826021,7.96307373,-0.072998,-0.18519
2M17170141-2418203,1.782836,0.398148924,7.87930775,0.04044199,-0.13189
2M17170225-2503404,4.474841,359.772614,7.44737196,0.251152,0.38664
2M17170645-2437087,0.8697521,0.148688316,7.68560791,0.003332004,-0.1732
2M17170700-2504257,8.72845,359.77243,7.42546511,-0.04373801,-0.42872
2M17170774-2433207,9.823773,0.204090863,7.71755648,-0.263098,-1.4479
2M17170797-2430423,1.499275,0.241152391,7.74179411,0.068156,-0.067514
2M17171052-2415289,5.66188,0.457538545,7.87783813,0.02830198,-0.35
2M17171088-2349044,6.544974,0.824496329,8.12620926,0.033722,-0.17544
2M17171208-2418370,0.4225926,0.417506844,7.84330034,0.03084251,0.22885
2M17171339-2406462,7.49862,0.584549427,7.95118141,-0.1296681,-0.71377
2M17171444-2424220,7.031686,0.342969477,7.7815733,0.011592,-0.31235
2M17171603-2451378,2.091501,359.969025,7.51862621,-0.141668,-0.61358
2M17171608-2505479,5.453888,359.773163,7.38428497,-0.08699802,-0.11688
2M17171650-2448378,1.770342,0.0115417307,7.5455718,0.08363199,-0.040995
2M17171753-2349540,2.548454,0.827515244,8.09751225,0.09302598,0.047901
2M17171790-2440055,5.291771,0.132744789,7.62202787,0.175842,0.1396
2M17171888-2426095,5.896074,0.327804565,7.75076389,-0.203698,-0.8142
2M17171976-2437571,5.085296,0.166408852,7.63649035,-0.00855802,-0.24529
2M17172194-2436559,0.1255636,0.185272425,7.63931417,0.02651952,-0.052927
2M17172194-2505180,10.07718,359.792725,7.37083292,0.147112,0.45151
2M17172292-2506543,8.477851,359.772675,7.35258245,0.104032,0.37658
2M17172324-2444576,2.936149,0.0769410655,7.55930614,0.155888,0.007864
2M17172430-2349462,9.292822,0.844079792,8.07746792,0.05402201,0.32555
2M17172476-2519123,9.525767,359.606567,7.23036623,0.158932,0.37747
2M17172999-2428130,6.836116,0.32342416,7.69658518,0.139352,0.38448
2M17173078-2421271,0.3475379,0.418877274,7.75803185,0.08387251,0.24319
2M17173164-2424075,5.640706,0.383678466,7.73010778,-0.06363803,-0.69255
2M17173192-2350017,7.412558,0.85709542,8.05110455,0.142682,0.33487
2M17173212-2407066,7.084153,0.620573521,7.88930225,-0.171288,-0.76991
2M17173248-2518529,8.992347,359.627686,7.20949936,-0.1822981,-0.9079
2M17173413-2411541,1.385254,0.558513701,7.83776283,0.02790251,0.33411
2M17173492-2432330,8.238953,0.274084508,7.64025927,-0.231788,-0.87421
2M17173527-2416283,6.360887,0.497642487,7.79103708,-0.09392601,-0.027232
2M17173551-2514388,6.84809,359.69281,7.24019384,-0.08327901,-0.021959
2M17173586-2349078,1.461774,0.878165841,8.04719067,-0.003063008,-0.082055
2M17173674-2459173,9.261215,359.907898,7.38173723,0.04260206,-1.0742
2M17173723-2428138,10.05624,0.338938117,7.6738615,-0.2748979,-1.2057
2M17173735-2351432,5.262459,0.845437288,8.01809406,-0.08697796,-0.82452
2M17173828-2426581,7.600695,0.358704507,7.68246841,0.192232,0.44041
2M17173839-2456346,6.598495,359.948975,7.40226936,-0.153908,-0.39383
2M17173864-2355052,7.957822,0.801537991,7.98229694,-0.001098007,0.26429
2M17173894-2428305,0.9329491,0.33877936,7.66588306,-0.03427849,0.063671
2M17173928-2504477,1.648244,359.837189,7.32173872,0.073725,0.055261
2M17173958-2502561,0.2665834,359.863556,7.33842182,0.0005335137,0.045359
2M17174199-2447391,6.613129,0.0802675039,7.47546625,0.088122,0.15674
2M17174239-2400328,2.384793,0.7339378,7.91902304,0.002062023,-0.48917
2M17174280-2438361,8.36917,0.207339406,7.5584774,0.04325199,0.25042
2M17174287-2451575,6.781189,0.0225701649,7.43198776,0.00777499,0.030416
2M17174311-2509436,7.112159,359.777222,7.26319265,0.082432,0.36141
2M17174582-2359541,7.462634,0.750340044,7.91433907,-0.217728,-0.95027
2M17174612-2518530,6.437573,359.657104,7.16721392,-0.02161801,-0.17936
2M17174668-2453010,4.283127,0.0161689334,7.41013432,0.2244619,0.30191
2M17174709-2420148,4.425061,0.470980495,7.71840858,-0.105098,-0.27989
2M17174772-2506086,7.816442,359.836761,7.28276157,-0.135538,-0.58083
2M17174868-2500556,1.806932,359.911011,7.32911634,0.144792,0.26978
2M17174976-2503079,6.587164,359.882843,7.30490398,0.267742,0.33418
2M17175099-2509031,8.710351,359.803589,7.24509764,-0.176738,-0.50449
2M17175124-2414388,10.03713,0.557609618,7.75826263,-0.170858,-0.71324
2M17175151-2451295,5.033651,0.047702644,7.40952158,-0.06540799,-0.6509
2M17175258-2503400,6.91897,359.8815,7.29109526,-0.08214802,-0.21961
2M17175498-2408584,8.597564,0.64440757,7.80004692,0.161112,0.41127
2M17175580-2513178,8.926819,359.755249,7.19002151,-0.229998,-1.2472
2M17175657-2357406,1.435756,0.804596126,7.90156746,0.05798901,0.097482
2M17175822-2508525,6.650159,359.821594,7.22432852,-0.08992802,-0.18461
2M17175908-2405282,7.016737,0.701915205,7.82021856,-0.187218,-0.60744
2M17180012-2451135,4.583602,0.0700139776,7.38520527,0.04618199,0.23129
2M17180151-2443256,2.314305,0.181030437,7.45451927,0.001599495,0.0006125001
2M17180192-2502384,0.4596457,359.915863,7.27176762,-0.1107575,-0.26376
2M17180231-2415147,11.67883,0.573343515,7.71793175,-0.1643981,-1.2153
2M17180372-2511571,6.978346,359.790924,7.17816305,0.296362,0.40139
2M17180524-2405468,6.450598,0.711007297,7.79797316,-0.226068,-0.4052
2M17180610-2427167,1.505751,0.41470176,7.59260178,0.119572,0.23682
2M17180772-2430443,6.650531,0.370255977,7.5548892,-0.05935802,-0.15345
2M17180784-2512541,2.194521,359.786652,7.15636539,0.01915339,0.10355
2M17181095-2459548,8.195313,359.973114,7.26941633,0.177522,0.42102
2M17181159-2412141,7.271297,0.635209322,7.71721411,-0.04313803,-0.62294
2M17181618-2503252,1.73736,359.935852,7.22005463,0.202132,0.27692
2M17181639-2410213,2.210188,0.671710551,7.71989012,0.02834199,-0.13555
2M17181717-2403446,7.795646,0.765141547,7.77972126,-0.07347804,-0.50754
2M17181740-2459286,7.671034,359.993042,7.25347853,-0.02030701,0.013799
2M17182024-2357397,1.284411,0.856223345,7.82734013,0.117432,0.1821
2M17182118-2416209,7.489473,0.598934412,7.64842319,0.285262,0.46964
2M17182209-2458480,2.686896,0.012544414,7.24525738,0.163962,0.12898
2M17182284-2509469,5.980197,359.862152,7.13926363,-0.103418,-0.57461
2M17182288-2502154,9.040838,359.9664,7.21018553,-0.223138,-0.56111
2M17182375-2445485,8.054008,0.196087331,7.36267757,0.04639199,0.25294
2M17182380-2359447,6.385213,0.835027754,7.79655409,0.03020197,0.2924
2M17182498-2439183,4.650328,0.288839489,7.42016697,-0.120488,-0.41874
2M17182605-2504218,7.949254,359.944031,7.18044806,-0.282408,-0.76959
2M17182649-2412385,2.238462,0.661863387,7.66669035,-0.01361801,-0.14524
2M17182730-2428331,4.819962,0.442916691,7.51429319,-0.008032011,-0.028126
2M17182839-2421246,7.204554,0.544341624,7.57815742,0.305982,0.53444
2M17183030-2430144,3.877257,0.426000267,7.48898745,0.09780198,0.34371
2M17183060-2401549,8.071074,0.819638729,7.75477505,-0.224748,-0.57339
2M17183203-2424571,2.595401,0.503099442,7.53339481,-0.202228,-0.99387
2M17183229-2359219,7.455474,0.858716428,7.77343941,-0.134568,-0.75803
2M17183558-2415359,1.094201,0.640531003,7.61036253,-0.1521295,-0.063128
2M17183695-2420044,0.6926516,0.581397891,7.56393623,-0.0888975,-0.20885
2M17183949-2458426,6.25221,0.0512985848,7.19194841,-0.065938,-0.71232
2M17184084-2455385,5.012927,0.0966977403,7.21667719,0.137612,0.22204
2M17184241-2503042,7.839762,359.997223,7.14173269,0.04443198,0.30647
2M17184337-2442509,7.024707,0.279452056,7.32934952,0.178072,0.48265
2M17184435-2422346,12.07091,0.562672913,7.51719475,-0.1190881,-0.62713
2M17184601-2430567,8.89587,0.450170875,7.43322563,-0.4760979,-1.4157
2M17184683-2452170,3.997252,0.15614152,7.22964048,-0.107508,-0.59547
2M17184924-2428532,8.829197,0.485698491,7.44248009,-0.04802799,-0.5849
2M17185205-2418088,7.816229,0.640796363,7.53474236,-0.0245536,-0.001514399
2M17185421-2447410,7.16586,0.235786557,7.24995613,0.007851988,0.34942
2M17185528-2411221,6.549397,0.741856396,7.58836603,-0.08883798,-0.65978
2M17185676-2452084,5.708966,0.179505035,7.20005751,-0.05039799,-0.71525
2M17185790-2406311,1.844626,0.814881206,7.62573671,0.04299099,0.11005
2M17190018-2421187,6.121613,0.614419341,7.47949409,-0.02646798,-0.38773
2M17190128-2417098,4.384482,0.674401224,7.51505041,-0.00573802,0.34411
2M17190508-2408253,1.891016,0.80396986,7.5852828,-0.06178801,-0.20601
2M17190556-2412510,7.986701,0.743524015,7.54218388,-0.195318,-0.52039
2M17190791-2428389,8.234073,0.529305875,7.38629818,-0.222098,-1.3851
2M17191086-2434105,7.552283,0.458993226,7.32508755,0.234942,0.43606
2M17191116-2454596,1.639076,0.170949668,7.12828684,0.144712,0.18419
2M17191299-2442553,2.117005,0.342261642,7.23616791,0.06239199,-0.11748
2M17191813-2440317,7.58565,0.386510283,7.24260902,-0.05482501,0.1889
2M17192110-2447310,8.245459,0.295989752,7.16759682,0.164732,0.49025
2M17192144-2449341,5.592548,0.268269777,7.14725018,0.101752,-0.14941
2M17192407-2432184,1.799324,0.513381362,7.30131769,0.05769251,0.23856
2M17193019-2426037,1.973416,0.613261878,7.34082556,0.191122,0.19329
2M16573303-2217155,0.5977759,359.416687,12.6884613,0.2880081,-0.14018
2M16573303-2217155,0.5977759,359.416687,12.6884613,0.1922785,-0.088683
2M16573639-2203317,6.136421,359.612823,12.8147135,0.143682,0.42077
2M16574119-2226182,8.997697,359.312073,12.5731926,-0.07279801,-1.1481
2M16574253-2222463,1.67807,359.363586,12.6042051,0.166322,0.26585
2M16574749-2155426,2.475422,359.746338,12.8579884,-0.165568,-0.55427
2M16574857-2232405,1.339592,359.242249,12.4869385,-0.07956743,-0.78135
2M16574858-2156135,6.784265,359.741821,12.8495131,-0.230498,-1.4152
2M16574890-2210007,6.295196,359.553467,12.7114725,-0.08053797,-0.52709
2M16575010-2230342,6.589441,359.274628,12.5031919,0.06904199,0.10168
2M16575204-2208313,4.542081,359.581299,12.7165642,-0.08368802,-0.269
2M16575326-2235440,3.801124,359.211426,12.4420013,0.06850199,0.24751
2M16575472-2232047,2.628591,359.264862,12.4739113,-0.02194901,-0.016039
2M16575647-2202060,0.8360245,359.679871,12.7666597,-0.1463575,-0.20492
2M16580020-2214036,5.944323,359.524597,12.6362391,0.03765199,0.28088
2M16580054-2228096,1.120343,359.332245,12.4949398,0.03703099,0.03533
2M16580097-2200186,1.03679,359.715057,12.7704706,0.08465201,0.34352
2M16580184-2227219,1.513645,359.346191,12.4988413,-0.06998749,-0.20399
2M16580294-2221228,6.10813,359.430756,12.5549736,0.200766,0.062806
2M16580319-2239479,1.560755,359.179169,12.3709049,0.03499752,0.13046
2M16580483-2219183,17.60091,359.463623,12.5697546,-0.140008,-0.3754
2M16580686-2146198,2.334971,359.920898,12.8909454,-0.3696978,-1.7979
2M16580829-2225245,1.4859,359.388153,12.4983816,-0.03473179,-0.0092957
2M16580843-2223063,3.700569,359.420044,12.5208406,-0.168938,-0.56595
2M16580902-2243217,2.522041,359.144104,12.3174419,-0.151548,-0.60137
2M16581383-2218367,1.451015,359.494324,12.5488186,-0.09666748,-0.22471
2M16581470-2219493,7.268329,359.479797,12.534112,-0.197318,-0.79618
2M16581595-2209576,3.018639,359.61795,12.6282005,0.005751997,0.21799
2M16582205-2205416,7.01015,359.690887,12.6516657,-0.06031301,-0.022305
2M16582606-2142488,8.750752,0.0145940725,12.8660688,-0.2506981,-1.1622
2M16582630-2150050,7.672943,359.915222,12.793272,-0.113308,-0.65633
2M16582658-2217152,4.333417,359.542969,12.5228596,-0.105978,-0.70181
2M16582756-2244429,1.220643,359.169128,12.2468548,0.06310252,0.10533
2M16583038-2151421,2.290241,359.902618,12.7645321,0.02444199,0.14745
2M16583093-2145061,1.215674,359.994629,12.8282204,0.0508825,0.21523
2M16583100-2209517,0.7272586,359.654755,12.5825319,-0.9756975,-0.51882
2M16583293-2241583,3.016663,359.219299,12.2575588,0.104122,-0.08005
2M16583433-2237004,3.652909,359.290527,12.3026237,0.02384799,0.04653
2M16583533-2233166,6.393773,359.343964,12.3366108,-0.059128,-0.13579
2M16583564-2249176,6.287277,359.125458,12.1763811,0.05643198,0.27979
2M16583626-2243411,1.85714,359.203644,12.2302494,0.0002519786,-0.26731
2M16583664-2137111,2.390597,0.116956979,12.8888235,-0.227938,-0.25614
2M16583719-2251491,6.450376,359.094574,12.1464863,-0.002078012,0.252
2M16583903-2159589,0.1414201,359.809265,12.6556082,0.02190551,0.20115
2M16584086-2227461,2.179852,359.432434,12.3742342,0.134632,0.34855
2M16584358-2245440,5.594625,359.19278,12.1873369,-0.167538,-0.73936
2M16584619-2206153,0.4499436,359.740021,12.5711803,-0.08596745,-0.40213
2M16584638-2214013,2.167081,359.633881,12.4935665,-0.002958007,0.090173
2M16584683-2231047,1.964838,359.401093,12.3229141,0.157882,0.21803
2M16584722-2240543,7.772907,359.267426,12.2240677,-0.1227381,-0.62748
2M16585033-2232091,1.184099,359.394623,12.3014193,0.04630199,-0.03512
2M16585066-2158053,3.656367,359.862671,12.6382236,-0.134778,-0.58619
2M16585223-2201447,6.583888,359.816132,12.5971107,0.05137199,0.27394
2M16585234-2211535,7.162357,359.677094,12.496232,-0.201548,-0.89045
2M16585527-2227051,6.942015,359.475616,12.3364468,0.145682,0.37423
2M16585658-2215439,4.488429,359.634369,12.4450188,-0.01303801,-0.39377
2M16585819-2140084,7.113513,0.127117544,12.7924538,-0.175618,-0.39535
2M16585871-2247550,2.2118,359.198364,12.1189613,0.068042,0.1718
2M16590095-2154213,3.034115,359.938171,12.6431856,-0.241438,-0.93656
2M16590107-2228316,7.877617,359.469482,12.3041906,-0.079658,-0.32833
2M16590155-2245214,8.547795,359.240051,12.1356354,-0.150488,-0.55692
2M16590219-2252162,6.267792,359.146942,12.0649719,-0.4207979,-0.679
2M16590291-2210509,10.13344,359.716278,12.4737654,-0.214368,-0.55442
2M16590327-2137509,7.157855,0.1706184,12.7992773,-0.156908,-0.61693
2M16590547-2242381,0.6586235,359.286499,12.1505785,-0.01479549,-0.056312
2M16590552-2253002,8.291687,359.144684,12.0474434,-0.141868,-0.59323
2M16590728-2222481,7.69719,359.562531,12.3417711,-0.09371801,-0.156
2M16590730-2206341,2.134688,359.785339,12.5025492,0.086922,0.23199
2M16590956-2146165,9.173788,0.0695053041,12.696332,-0.1894979,-1.4594
2M16591007-2156224,4.224282,359.931854,12.5948677,-0.211298,-1.1539
2M16591042-2253578,0.4146103,359.143005,12.0227919,-0.1001374,-0.49832
2M16591051-2145172,0.8787886,0.0853559375,12.7031431,0.07139851,0.052095
2M16591078-2146396,1.214653,0.0670834333,12.6887445,0.04496951,0.19617
2M16591114-2218447,5.798644,359.627228,12.3699846,-0.08409801,-0.29081
2M16591180-2135564,2.448631,0.216979489,12.7915268,-0.05844449,0.044137
2M16591198-2215572,3.467196,359.667511,12.3950539,-0.009487987,-0.40875
2M16591688-2256586,1.394979,359.116913,11.9729481,-0.0683475,-0.11935
2M16591771-2149108,5.269525,0.0487230495,12.6422434,-0.109338,-0.52433
2M16591960-2230407,1.143753,359.483398,12.2255278,-0.04003648,-0.075841
2M16592086-2248241,0.4623382,359.243561,12.0458326,0.002111986,-0.12749
2M16592105-2202195,0.8692699,359.875885,12.5018415,-0.010885,-0.072933
2M16592186-2145492,3.486478,0.104702808,12.6625261,-0.138468,-0.70011
2M16592241-2237051,0.1193153,359.402191,12.1533051,-0.01180848,0.097888
2M16592273-2135329,4.436921,0.248114035,12.761261,-0.05531803,-0.38758
2M16592279-2157476,5.845475,359.942261,12.5412579,-0.206658,-0.58449
2M16592677-2141119,7.639893,0.179820135,12.6928749,-0.310288,-0.69801
2M16592681-2236070,1.961853,359.425751,12.1493034,0.001170991,-0.029099
2M16592703-2144112,7.162286,0.139330506,12.6625309,-0.166048,-0.22334
2M16593100-2240390,7.526802,359.373444,12.0914087,-0.2791981,-1.1721
2M16593116-2201356,8.376504,359.909668,12.4776525,0.04428199,-0.1274
2M16593134-2211573,7.275351,359.767822,12.3745899,-0.214198,-1.5612
2M16593187-2204216,5.493078,359.873352,12.4480839,-0.07614797,-0.49
2M16593292-2213021,7.949688,359.756683,12.3589849,-0.135478,-0.72481
2M16593323-2149252,0.2427284,0.081904076,12.5915194,0.0187825,-0.15324
2M16593423-2224073,2.231956,359.607605,12.2451897,0.007541001,-0.046819
2M16593613-2246428,1.174333,359.302399,12.0154266,0.07166199,0.054211
2M16593742-2210593,14.1443,359.795319,12.3652716,-0.09852797,-0.57683
2M16593786-2201416,6.434726,359.924042,12.4558239,-0.153048,-0.42197
2M16593846-2241342,6.117103,359.378296,12.0592117,-0.057208,-0.50461
2M16593864-2127129,0.2236039,0.400311977,12.7937899,0.027999,0.17448
2M16593984-2301254,2.41707,359.10968,11.8580618,0.049082,-0.1517
2M16594010-2221280,1.231389,359.657745,12.2532759,0.02220652,-0.005944
2M16594323-2208139,8.309723,359.846802,12.3745098,-0.150548,-0.78415
2M16594361-2155105,6.349295,0.0271446668,12.5023565,-0.316298,-1.352
2M16594411-2221088,2.982089,359.671539,12.2440052,-0.147818,-0.39164
2M16594483-2155239,0.8320479,0.0269214269,12.4963436,0.02348951,0.089685
2M16594514-2252009,1.924507,359.250824,11.9350634,0.193122,0.3167
2M16594543-2159547,8.590627,359.966309,12.4498758,-0.163798,-0.8179
2M16594684-2150470,9.22807,0.095127292,12.5356541,-0.03944802,-0.74341
2M16594757-2132519,5.409909,0.343466878,12.7101851,-0.188258,-0.61677
2M16594801-2239581,1.934095,359.422546,12.0455952,-0.2726182,-0.004589301
2M16594837-2143231,6.762476,0.200507358,12.6039,-0.106128,-0.56617
2M16594850-2241343,1.171775,359.401733,12.028183,-0.03474549,-0.012362
2M16595160-2233443,8.733784,359.516357,12.0961618,0.09460199,-1.4596
2M16595163-2141293,4.228453,0.234274298,12.6124411,-0.048318,-0.32708
2M16595184-2210214,0.7336712,359.837769,12.3267298,-0.06857748,-0.14443
2M16595188-2159198,7.890993,359.98941,12.4355488,-0.113628,-0.46034
2M16595233-2214066,1.589318,359.787415,12.2881117,-0.00603798,-0.37139
2M16595271-2242298,2.549941,359.398895,12.0059891,-0.142398,-0.30039
2M16595275-2233187,2.500152,359.524872,12.0968513,0.100677,0.092354
2M16595282-2159525,3.922232,359.984131,12.4272547,-0.01490802,-0.63295
2M16595306-2244157,6.723505,359.375519,11.9874372,-0.173478,-0.71242
2M16595308-2303315,3.615119,359.111786,11.7964182,0.04164499,0.013696
