plateifu,mangaid,objra,objdec,log_Mass,Age_LW_Re_fit,alpha_Age_LW_Re_fit,Age_MW_Re_fit,alpha_Age_MW_Re_fit,ZH_LW_Re_fit,alpha_ZH_LW_Re_fit,vel_sigma_Re,Re_kpc
10223-12701,1-551444,31.81709,-1.01273,11.76383,9.744785,-0.01559851,9.877595,0.03140211,-0.2472775,-0.3332147,0.5459386,21.96414
10223-12702,1-35586,32.3864687333,-0.999897937983,10.19551,8.786352,-0.06225819,9.670202,-0.1618088,-0.4872385,-0.0157801,0.4243294,5.929718
10223-12703,1-36004,32.8251959509,-0.980760023024,10.27381,8.930242,-0.163702,9.599813,0.05821197,-0.4120044,-0.2189486,0.6564811,5.671513
10223-12704,1-108881,33.2316,-0.46726,9.096464,8.196495,-0.1441833,9.611931,0.00931129,-0.49,0.0,0.3632139,4.056095
10223-12705,1-35953,33.2231013087,-0.908470876896,10.16132,8.432715,-0.1010868,9.863881,0.1767965,-0.4860983,-0.02229531,0.5520093,5.904095
10223-1901,1-35840,31.4432289025,0.626055926871,9.891785,9.587382,-0.2224912,9.719506,-0.120082,-0.2192785,-0.1694811,0.1466845,1.161321
10223-1902,1-35957,33.5076729586,-0.977438774843,9.763859,8.696563,-0.2608714,9.659573,0.140715,-0.4094048,-0.1891548,0.3911078,1.501297
10223-3701,1-35650,31.5666031749,-0.291437101791,11.42637,9.691621,-0.1247369,9.880259,-0.1755305,0.0140398,-0.02626715,0.2111627,3.589697
10223-3702,1-35973,33.5246434178,-0.276961112728,10.11973,9.220884,0.2693254,9.710332,-0.05431397,-0.2943031,-0.09492993,0.5393884,1.02749
10223-3703,1-36098,33.4762490468,0.448261788956,10.31047,9.434888,-0.2027028,9.653177,-0.03460528,-0.02908919,-0.07881971,0.4414443,2.172385
10223-3704,1-35952,33.6223942904,-0.767955133457,9.664243,9.160489,-0.1203953,9.539019,0.07894499,-0.2860314,0.002272852,0.3859784,1.715984
10223-6101,1-35897,32.4874800229,0.876408538366,9.490908,8.709414,-0.148724,9.857351,0.03954271,-0.49,0.0,0.252649,2.542048
10223-6102,1-35912,32.1500267146,0.458344136935,11.09654,9.804668,0.06675335,9.942046,0.0917186,-0.2320378,-0.2652754,0.07867319,4.696326
10223-6103,1-35816,31.487621624,0.773356454291,11.23136,9.685478,-0.05461217,9.850296,-0.003150535,-0.04182176,-0.1594471,0.08564389,5.529397
10223-6104,1-35870,31.9585996105,0.873067964001,10.06728,8.812026,0.2236064,9.602828,-0.2967432,-0.49,0.0,0.6757637,3.088355
10223-9101,1-35876,32.0648460388,1.19544160366,11.30223,9.617151,0.2490354,9.866998,0.09763365,-0.1431887,-0.2449232,0.2169686,6.95634
10223-9102,1-603261,31.9988521199,0.802526851078,10.22021,9.196319,-0.1723022,9.587145,-0.1923189,-0.2826314,-0.2359346,0.3935663,3.888635
10224-12701,1-35935,34.5070413038,-0.415554759167,10.07707,8.429733,-0.1782606,9.835413,-0.09802602,-0.49,0.0,0.9239038,4.552544
10224-12702,1-35923,34.7499415182,-0.601735510346,9.443929,8.461376,-0.2242546,9.879298,0.1307092,-0.49,0.0,0.5696417,3.99206
10224-12703,1-603624,36.9643538512,0.501541369456,11.16952,9.278415,-0.5267012,9.805018,-0.1014782,-0.1926889,-0.3568225,0.3725232,11.37374
10224-12704,1-36276,34.7823838662,0.61302089918,10.11852,8.91606,-0.4228477,9.530149,0.1321855,-0.3772576,-0.259102,0.7661489,5.086812
10224-12705,1-515765,35.7594398414,-0.143668052616,11.11942,9.004895,0.07037003,9.642186,0.1211235,-0.1768708,-0.05550672,0.6250417,10.23264
10224-1901,1-36285,35.2350380375,1.03388151891,9.994671,9.034413,0.2401216,9.670566,0.005867717,-0.3409327,-0.1028949,0.6098444,1.380711
10224-1902,1-36471,37.1524983344,-0.246625627,9.363358,9.292315,-0.2670012,9.678432,-0.001426543,-0.3729336,-0.09074161,0.6442327,0.9959967
10224-3701,1-35937,34.3991810957,-0.493589654998,11.24833,9.76872,0.08018211,9.932241,0.07465263,-0.03207354,-0.1218824,0.07259803,4.145288
10224-3702,1-35926,34.9213774441,-0.255640663023,10.67973,8.742928,0.3676799,9.835097,0.02236214,-0.3797811,0.05729315,0.1771287,2.693039
10224-3703,1-36317,36.8819506631,0.877403370271,10.04973,8.776575,-0.02806812,9.573545,0.03098128,-0.4247523,-0.1888682,0.5907962,3.41239
10224-3704,1-108949,35.418845091,0.255233152292,10.81083,9.717717,0.009809552,9.823796,0.048939,0.02596783,-0.1594711,0.2813174,1.969795
10224-6101,1-36267,34.8287929835,-0.820877062224,10.09338,8.641446,-0.2717762,9.635232,-0.05209341,-0.3803077,-0.2679354,0.5039845,3.300574
10224-6102,1-36266,35.1105896278,-0.312863777025,11.24963,9.713196,0.004044022,9.886485,0.05270147,-0.03834556,-0.1409894,0.0710298,4.771972
10224-6103,1-36278,34.478591916,0.251777142477,10.23078,8.726962,0.07814866,9.692183,-0.01827119,-0.2685814,-0.103071,0.5333371,3.386451
10224-6104,1-36295,35.6239396771,0.38268116579,9.997067,8.543024,0.002332553,9.801336,-0.07967789,-0.49,0.0,0.3551598,3.11498
10224-9101,1-582042,34.7485323693,0.330017800119,10.80122,8.562997,0.1946781,9.815733,0.01597062,-0.3266433,-0.2108051,0.5278613,4.402015
10224-9102,1-36258,35.1522021244,-0.380157724524,10.26924,8.918482,0.0809042,9.498015,-0.1086946,-0.34511,-0.2800081,0.8528695,3.820652
10225-12701,1-36456,37.4771197832,-0.167381683377,10.05635,8.695884,0.1350462,9.586812,-0.004356543,-0.4815403,0.02630554,-1.0,6.389683
10225-12702,1-36522,37.3913006342,0.37325279653,9.414386,8.571367,-0.4081203,9.846693,0.2335984,-0.49,0.0,0.5349435,3.582464
10225-12703,1-36562,37.9307094692,0.293505774944,9.982574,8.949966,-0.1131138,9.757977,0.1093005,-0.4814438,-0.04889287,0.3336495,6.36091
10225-12704,1-36452,37.5451998512,-0.648239013459,11.11317,9.579323,-0.2468104,9.712397,-0.2360705,0.06982256,0.0035424,0.1965428,6.075053
10225-12705,1-36476,36.9688026381,-1.15280687364,11.4119,9.477686,-0.5038674,9.794749,-0.1858941,-0.01049225,-0.08508455,0.2957027,14.05497
10225-1902,1-36447,37.5496070403,-0.59794219134,10.44835,9.700662,-0.002875935,9.836269,0.01835077,-0.05055064,-0.0852702,0.3327748,1.594094
10225-3701,1-36457,37.0435879343,-1.05715345139,10.05252,8.744106,0.2371776,9.587208,-0.1662623,-0.4887708,0.001049529,0.3911011,2.452068
10225-3703,1-547903,37.5298354344,-0.723111692308,11.19065,9.710607,0.02386259,9.821727,-0.03963195,0.02511092,-0.1434067,0.1738789,4.165726
10225-3704,1-36423,37.9683313637,-0.279840490138,10.6618,8.775972,-0.1237458,9.631351,0.1259816,-0.2449284,-0.1185749,0.4756605,3.935358
10225-6101,1-36448,37.4964499583,-0.598960098086,9.886698,8.698511,0.07007006,9.753287,-0.03260507,-0.4623541,-0.1059604,0.4694699,2.824713
10225-6102,1-36298,35.9008347512,0.225713974118,9.509893,8.512809,-0.2858786,9.575922,-0.1188766,-0.49,0.0,0.6650555,3.795065
10225-6104,1-36566,38.0490620926,0.224021539896,10.91202,9.721315,0.0195556,9.868659,-0.01183419,-0.08515523,-0.2264341,0.08091824,3.398364
10225-9101,1-36548,37.7521626483,0.48231527431,11.42628,9.148623,-0.4825405,9.589976,-0.05500267,-0.1076184,-0.286082,0.3470129,10.38964
10225-9102,1-36559,37.8902337877,0.756324689931,9.067974,8.702411,0.3368263,9.335442,-0.2288917,-0.49,0.0,0.4173607,2.985651
10226-12701,1-36564,38.0811947747,0.671967980186,9.438437,8.736867,0.5855426,9.670787,-0.03125711,-0.4657904,-0.0452411,0.1737722,1.167095
10226-12702,1-36416,38.1001719357,-0.55207323206,10.96707,9.682158,0.06534547,9.805993,0.1031377,0.03066614,-0.2028369,0.2188868,3.176775
10226-12703,1-36587,38.2536656642,0.674131504103,10.36821,9.794103,-0.08565893,9.904492,-0.03556641,-0.2333466,-0.2014283,0.3756161,1.33779
10226-12704,1-36593,38.2958339707,0.0673889679678,10.70568,8.970813,-0.3060174,9.484306,-0.05949005,-0.2276736,-0.09155041,0.487899,3.141033
10226-12705,1-603667,37.93008,0.90429,10.26901,8.975755,-0.3210584,9.699852,-0.04647538,-0.2378076,-0.2564271,0.5584368,4.042102
10226-1901,1-36417,38.208945111,-0.3532912511,9.463757,8.719215,-0.1494986,9.813416,0.1561249,-0.49,0.0,0.1390652,1.3189
10226-1902,1-36585,38.197622053,0.678101681319,9.735533,8.174427,-0.1636681,9.82058,0.1440521,-0.4756823,0.02324598,0.5075783,1.051415
10226-3701,1-36560,37.997653039,0.748069852645,9.252192,9.077772,-0.03460788,9.663237,0.2249805,-0.2164138,-0.0337076,0.4652028,2.1367
10226-3702,1-36565,38.1587047424,0.594245404121,9.800844,8.376265,0.2994045,9.883814,-0.1187424,-0.49,0.0,0.6729132,1.978324
10226-3703,1-36392,37.9355048883,-0.945542508084,10.38245,8.953314,0.04457046,9.682276,0.06305064,-0.3240008,-0.1733028,0.4557001,2.108663
10226-3704,1-36386,37.779258815,-1.10518325836,10.70321,9.20366,-0.5855383,9.623796,-0.2626178,-0.06908586,-0.1223853,0.2592933,4.909114
10226-6101,1-603668,37.94676,0.31183,9.315166,8.87819,-0.5273688,9.379243,-0.1181298,-0.49,0.0,0.3218649,2.410292
10226-6102,1-548401,37.8695385427,-0.210313896642,10.92182,8.669765,-0.1964606,9.738054,0.2226829,-0.4508804,-0.1581487,0.4105712,3.299314
10226-6103,1-36571,38.1251900222,0.233624615865,9.726961,8.767984,0.39343,9.66077,0.04142649,-0.4734668,0.02883612,0.5112525,2.209112
10226-6104,1-603674,38.2552043968,0.420819003951,10.73362,9.163689,0.1873702,9.606089,-0.1407006,-0.2428385,0.1078982,0.3254991,2.444785
10226-9101,1-36197,36.00555,0.252243,11.53538,9.128356,-0.5623478,9.625301,-0.1746984,-0.1680013,-0.3319273,0.2328001,20.15848
10226-9102,1-36420,38.2325320155,-0.131245004936,11.44605,9.562968,-0.1290102,9.755477,-0.1502999,0.006184135,-0.109722,0.1867042,7.677769
10492-12701,1-380045,123.338037496,57.852238539,10.85664,9.174932,-0.6143416,9.511602,-0.4034289,-0.3020943,-0.268717,0.3022247,10.8319
10492-12702,1-380097,124.064089969,57.5305417333,10.54223,9.153383,-0.1598469,9.668807,0.05855364,-0.2024904,-0.125807,0.4474809,2.912365
10492-12703,1-584822,123.40504,58.1386,10.92778,9.56409,0.1069037,9.918844,0.09865393,-0.1925925,-0.1972826,0.4394167,6.46298
10492-12704,1-605088,123.322,58.01039,10.32523,8.952532,-0.07441662,9.519347,-0.07623363,-0.2944893,-0.1963189,0.483412,5.418095
10492-12705,1-584905,125.453893616,56.2899230993,10.95229,9.703148,-0.2148102,9.825413,-0.1530626,-0.0001366488,0.03236859,0.243471,5.478415
10492-1901,1-380334,123.321746651,58.3616274559,9.592221,9.09075,-0.11443,9.599879,0.09760034,-0.4113433,0.001924794,0.216578,1.673344
10492-1902,1-380333,123.686548781,58.2798468272,10.52153,9.625484,-0.01728911,9.773257,0.02522536,0.002830245,-0.06620457,0.1184363,1.499232
10492-3701,1-584800,122.414897071,57.5246917727,10.41858,9.762663,-0.03552071,9.880788,-0.0171313,-0.1819626,-0.2305686,0.3721245,1.735423
10492-3702,1-379990,122.608426505,57.7524232824,9.412965,9.325754,-0.1449666,9.810831,0.3214995,-0.373553,-0.2080743,0.3160336,1.555573
10492-3703,1-380384,124.182169128,58.4360546793,9.811693,9.526473,0.06868029,9.738497,-0.01164704,-0.1221465,-0.06797756,0.5155756,2.227899
10492-3704,1-380299,124.067191853,57.1671902076,10.70855,9.455214,-0.2061203,9.790713,-0.0700722,-0.1101319,-0.1434881,0.4185015,3.278587
10492-6101,1-379811,123.717488293,55.610248053,10.20365,9.578301,0.08847011,9.708199,0.1295291,-0.1880984,-0.1378094,0.570629,2.539369
10492-6102,1-380000,121.960564881,56.6934864581,11.06277,9.600065,-0.2982054,9.830071,-0.2037795,-0.08967867,-0.1338099,0.3673844,3.640226
10492-6103,1-605069,122.972980643,57.9518925517,10.70928,9.351894,0.1637544,9.690124,-0.1975634,-0.2662581,0.1560915,0.4267008,3.260334
10492-6104,1-380032,122.985123942,56.9790067546,10.7078,9.589912,0.04148741,9.761179,0.1043443,-0.04899605,-0.2008878,0.2653913,3.148296
10492-9101,1-605026,121.888906322,56.42572994,10.6848,9.140129,0.2706583,9.738369,0.1591857,-0.1440389,-0.02454981,0.5050778,3.863934
10492-9102,1-380300,124.062110011,57.7093321492,10.65073,9.260482,-0.3451192,9.679739,-0.0738527,-0.09739536,-0.1722945,0.3048589,4.206128
10493-12701,1-351890,121.230107529,52.070824218,11.14644,8.932378,-0.1071094,9.749931,0.02070951,-0.4687249,-0.09599372,0.622233,8.50692
10493-12702,1-351923,121.87594397,51.2938363047,9.949534,8.959987,-0.1386021,9.826052,0.09876742,-0.4523215,-0.1001958,0.3069632,3.514235
10493-12703,1-352017,125.157167091,52.5183615196,9.648961,8.877304,-0.2286128,9.877556,0.1100479,-0.49,0.0,0.453358,4.918988
10493-12704,1-352066,123.801,51.95655,10.08164,9.036025,0.06988681,9.793682,0.02121679,-0.485272,-0.02701729,0.7540004,5.12686
10493-12705,1-352120,123.634296628,51.8848676438,10.14687,8.727271,-0.3386022,9.896293,0.04995279,-0.4820234,-0.03122102,0.4945416,7.785804
10493-1901,1-352045,123.971469333,51.7625693845,10.67773,9.818956,0.01355454,9.95289,0.04642843,-0.1662378,-0.1758437,0.1462966,1.96142
10493-1902,1-352023,124.327366784,52.029915216,10.16493,9.379736,0.1922351,9.883165,0.1335704,-0.2904449,-0.01920053,0.4144827,1.61803
10493-3701,1-352102,122.854276586,52.5303806741,10.90196,8.878851,-0.0864604,9.658016,-0.07007882,-0.4447553,-0.1639815,0.4305316,7.891516
10493-3702,1-548340,122.628173694,53.0055708528,11.58703,9.694234,0.08107472,9.820985,0.07568093,-0.03038781,-0.09479357,0.1473591,8.552546
10493-3703,1-352293,123.442645039,52.8654606206,9.483834,9.231155,-0.04466746,9.761219,0.3419159,-0.2879786,-0.1879653,0.2060183,1.903183
10493-3704,1-46056,126.015363581,51.9043309231,10.4263,9.354136,-0.1269379,9.851446,-0.09419609,-0.353279,0.2262541,0.3951905,1.550205
10493-6101,1-351913,121.839452201,51.9156860618,11.35326,9.647505,-0.04907421,9.763612,-0.03622587,0.1221044,-0.09340736,0.09023135,5.718989
10493-6102,1-351971,122.560230731,51.8725480581,11.07391,9.691406,0.03843435,9.84043,0.09920587,-0.08975186,-0.2286358,0.08980049,3.892941
10493-6103,1-352292,123.431728264,52.9606166229,11.70627,9.618157,-0.3492119,9.845239,-0.1585782,-0.08274554,-0.2876864,0.1947545,16.41078
10493-6104,1-352063,124.546178511,52.4524343005,11.45317,9.374643,-0.08262315,9.582927,0.04658017,-0.1492538,-0.2861979,0.187699,9.375869
10493-9101,1-548337,121.807476863,51.1547899704,9.934639,8.990776,-0.04709874,9.808236,0.1837938,-0.3405962,-0.05904303,0.3837067,2.797425
10493-9102,1-352156,122.353247822,52.4793907969,9.720306,8.72263,-0.154166,9.886532,-0.03491691,-0.49,0.0,0.4117654,3.519883
10494-12701,1-352403,126.358455793,53.9689342469,10.888,9.338322,-0.04579222,9.642557,-0.1118442,-0.208271,0.002448046,0.1788497,5.476119
10494-12702,1-352560,124.516048563,54.61908305,12.05964,9.220587,-0.8463001,9.873909,-0.1936553,-0.153246,-0.2918673,0.1421718,28.82522
10494-12703,1-584830,123.648009414,55.1443120905,11.33895,9.77386,-0.0867139,9.955856,-0.02144596,-0.1416576,-0.2079303,0.1184403,8.022266
10494-12704,1-352569,125.388260894,55.1519680813,11.55632,9.635579,-0.235073,9.775287,-0.1966982,-0.2141387,-0.315125,0.3895677,14.78458
10494-12705,1-352635,126.132757726,54.853889824,10.48095,8.955691,-0.493028,9.494958,-0.1192784,-0.3372174,-0.3989982,0.5182556,7.38881
10494-1901,1-379920,123.71533674,55.0938054648,9.977081,9.688391,-0.2410019,9.873729,-0.1668283,-0.3460054,0.0117586,0.2011251,1.103739
10494-1902,1-379503,123.288183201,54.6374161301,10.53779,9.516854,0.1042164,9.655792,0.1174244,-0.1326561,-0.1110313,0.2429347,1.755606
10494-3701,1-352409,126.179179705,54.2242363566,10.53398,8.79347,-0.1311476,9.606948,0.05638078,-0.3116699,-0.2214337,0.5421942,2.934104
10494-3702,1-379941,123.361510012,55.2263795045,10.10043,9.624779,-0.01172823,9.884303,0.1411182,-0.2173076,-0.1395983,0.669432,2.014952
10494-3703,1-379877,124.12820127,55.2976316461,10.84847,9.689193,-0.05995193,9.830912,0.00603383,0.01169801,-0.1689534,0.2880875,2.350603
10494-3704,1-352662,126.349894378,54.8392990909,10.0099,8.786848,0.3770613,9.662627,-0.08260417,-0.4480994,-0.01254585,0.3883141,3.029318
10494-6101,1-352513,123.255280115,54.5211784944,10.84557,8.967588,-0.1574837,9.651235,0.1310798,-0.3417984,-0.3489768,0.519532,6.381087
10494-6102,1-352603,124.924098232,54.6272766082,11.48311,9.692914,-0.07439467,9.754844,-0.07732663,-0.03279426,-0.1610677,0.07440238,8.905601
10494-6103,1-379829,124.666914025,55.437998958,11.75246,8.272446,-0.1903003,9.66404,-0.02654095,-0.49,0.0,0.5940722,14.69201
10494-6104,1-352538,125.253570622,55.2002119839,11.19977,9.770686,0.0004040882,9.936943,0.06256458,-0.02039733,-0.1717485,0.07878306,3.664068
10494-9101,1-379814,124.017452682,55.3945436861,10.74022,9.097361,-0.4753381,9.81358,0.08114705,-0.1704969,-0.05703748,0.2013636,4.422236
10494-9102,1-379865,124.339174229,55.3405265396,10.54263,9.172958,-0.3068722,9.693536,-0.01063335,-0.04443169,-0.03518407,0.5327619,4.315401
10495-12701,1-45571,123.967317732,46.6951874734,11.38673,9.241681,-0.2890768,9.519099,-0.2364085,-0.2521459,-0.2555186,0.4903164,14.8448
10495-12702,1-45704,125.177974875,47.321728197,11.36644,9.674977,-0.1990208,9.89487,-0.01259463,-0.09930582,-0.1997893,0.08039179,9.425673
10495-12703,1-548314,125.786334999,48.6194340881,11.51121,9.440414,-0.1479057,9.738212,0.01339995,-0.2748543,-0.1225248,0.6326584,14.34422
10495-12704,1-45208,124.272419897,48.312047545,10.79717,8.429829,0.6989601,9.40582,0.2035618,-0.49,-4.463666e-16,0.981503,6.657714
10495-12705,1-46266,126.435741189,47.7842618758,10.70511,8.733734,0.03936845,9.635831,0.1174808,-0.2673845,-0.1609332,0.7284891,5.071684
10495-1901,1-45281,123.153847541,48.1818124916,10.74571,8.847812,-0.2492471,9.786803,0.07092753,-0.1812933,-0.136217,0.5515391,7.556521
10495-1902,1-45690,124.541864559,47.3564477818,11.09225,9.755664,0.04018327,9.868057,0.02126927,0.08239846,-0.1838575,0.2756525,2.279412
10495-3701,1-45554,125.069472444,46.872648741,11.03333,9.709553,0.06225029,9.888665,-0.07314634,0.03987945,-0.13818,0.2429862,2.632371
10495-3702,1-45643,123.208230955,47.4426484048,10.49331,8.668584,-0.08059084,9.868361,0.2317338,-0.39059,-0.1990693,0.7945018,6.436487
10495-3703,1-45694,125.287570599,47.2773820655,10.98495,9.712054,-0.1143115,9.817445,-0.137897,-0.007210261,-0.09341484,0.2460953,2.94947
10495-3704,1-548285,126.273855021,47.1543864972,11.72606,9.779185,-0.01439838,9.969366,0.06355686,-0.01616582,-0.2020618,0.1236954,10.26147
10495-6101,1-548290,124.681368815,47.0492168183,11.30112,9.614638,-0.166508,9.771683,-0.1451502,0.08071809,-0.1374942,0.395193,6.809875
10495-6102,1-45702,125.038784864,47.1906485842,10.83568,9.658101,-0.2647916,9.812893,-0.1043842,-0.1053134,-0.1003728,0.3570572,3.429357
10495-6103,1-45249,123.555574453,48.1381757363,10.97091,8.718908,-0.4234295,9.788066,0.1341323,-0.228445,-0.1104213,0.4315068,3.924752
10495-6104,1-45698,125.092317444,47.2275658799,11.13172,9.745007,-0.1179462,9.860447,-0.1112196,-0.03867434,-0.001617536,0.07105771,3.440534
10495-9101,1-45641,123.106993469,47.5425831348,10.97854,8.643388,-0.5345579,9.834645,0.1011925,-0.327058,-0.1661795,0.2659432,8.081863
10495-9102,1-45514,125.963282432,46.9951697594,11.55445,9.611961,-0.04534864,9.855152,-0.07508399,-0.03690419,-0.1775247,0.2050584,9.786756
10496-12701,1-122535,124.672202647,40.1362967073,11.01505,9.271586,-0.09641983,9.534824,-0.02321987,-0.132626,-0.2370287,0.513667,5.884555
10496-12702,1-122623,123.801912144,41.2146716573,11.56063,9.366604,-0.4237995,9.793546,-0.08742402,0.004533781,-0.1879577,0.3657592,13.36318
10496-12703,1-72413,124.448303599,41.9828522195,9.510918,8.681733,-0.2740692,9.872397,0.1245818,-0.49,0.0,0.3409698,4.569926
10496-12704,1-122711,125.4594,41.876266,10.92051,8.894051,0.4105531,9.830004,-0.1956694,-0.4589284,-0.1138415,0.4859566,3.311799
10496-12705,1-72416,124.220085992,41.7318089828,10.62246,8.572379,-0.1252475,9.669271,0.03386596,-0.4676134,-0.1107471,0.593362,6.227691
10496-1901,1-122869,125.233090842,41.1343286135,11.07239,9.563306,-0.3719914,9.907804,-0.1024301,-0.2105318,-0.1777117,0.2072984,5.772811
10496-1902,1-122783,126.648895962,41.0849826648,10.91449,9.576795,-0.2939534,9.768909,-0.1748476,-0.06167329,-0.2839242,0.3022633,5.923801
10496-3701,1-122684,124.832414972,41.5126774791,11.74736,9.809299,-0.02952805,9.973397,-0.02709271,0.07327955,-0.1178706,0.1010139,10.30176
10496-3702,1-548653,124.081460465,41.7162393192,10.53164,9.464152,-0.2093604,9.721824,-0.08303005,-0.1054134,-0.1047055,0.4540643,2.460045
10496-3703,1-122708,125.527645553,41.5090793057,11.09179,9.722631,-0.01067526,9.87396,0.01640262,-0.03535825,-0.1188903,0.2319859,2.693555
10496-6101,1-154273,125.28949893,39.6983789266,10.35608,8.906351,-0.07215194,9.72768,-0.07199428,-0.4330538,-0.2214672,0.4162783,4.176532
10496-6102,1-72402,123.1017,40.74327,9.960051,8.784082,0.1685482,9.631669,-0.2956932,-0.4870897,-0.01466695,0.1537573,2.637312
10496-6103,1-122625,123.782607871,41.0995597522,9.991405,8.693221,-0.2811922,9.673648,0.000691963,-0.4548067,-0.05132143,0.7856433,2.777033
10496-6104,1-154281,126.502393896,40.9811149677,11.65151,9.735629,-0.04324606,9.89837,-0.04017909,-0.03820695,-0.1779341,0.08360372,15.66202
10496-9101,1-72421,123.412080564,41.3650343423,11.6752,9.678219,-0.1257845,9.925477,0.03611459,0.06748591,-0.02075837,0.0873462,12.92996
