plateifu,mangaid,objra,objdec,log_Mass,Age_LW_Re_fit,alpha_Age_LW_Re_fit,Age_MW_Re_fit,alpha_Age_MW_Re_fit,ZH_LW_Re_fit,alpha_ZH_LW_Re_fit,vel_sigma_Re,Re_kpc
9485-3704,1-605037,122.247464028,36.6875143484,11.10399,9.721598,0.002467242,9.853076,0.1062723,-0.04823689,-0.1485491,0.1531149,2.717507
9485-6101,1-121851,120.447609463,36.2260578482,11.53317,9.599967,-0.03684495,9.75848,-0.04902371,0.06630953,-0.1645308,0.3979121,7.792284
9485-6102,1-121947,121.406504036,36.3982971391,11.53874,9.69323,0.03327977,9.772798,-0.007605351,-0.02631734,-0.186014,0.07614831,7.843695
9485-6103,1-71811,120.132625014,37.8628713704,11.59165,9.635209,-0.09097859,9.786427,0.03877216,-0.04061876,-0.1442613,0.2044749,10.16339
9485-6104,1-121973,121.273000921,37.6255983907,10.59106,9.374238,-0.08628843,9.61698,-0.05598267,-0.06304167,-0.1811547,0.3274077,2.787929
9485-9101,1-71516,119.107354768,37.0582473205,11.60804,9.547371,-0.2380505,9.818621,-0.07027343,0.08419099,-0.03005587,0.07444524,10.32334
9485-9102,1-121994,121.080504667,37.7094315834,8.927695,8.389209,-0.6033261,9.329073,-0.1085389,-0.4895048,-0.0006829808,0.2300218,2.972921
9486-12701,1-122088,121.678266567,39.0902156651,11.17837,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.4387824,19.38368
9486-12702,1-72207,121.129595233,40.2060448107,10.98764,8.801816,-0.3738755,9.652863,-0.1242271,-0.326097,-0.3911633,0.362821,10.59256
9486-12703,1-122364,123.087441795,40.6074306527,9.757816,8.772536,-0.220987,9.63591,0.0520804,-0.49,0.0,0.4518614,4.537493
9486-12704,1-72393,122.480583308,40.4676631894,9.766483,8.656507,-0.1015087,9.674682,0.1057473,-0.4157601,-0.1028191,0.6785542,4.0884
9486-12705,1-122412,123.30134025,40.4195406192,10.34043,9.394054,0.02615245,9.776585,0.1381463,-0.2664387,-0.2505664,0.281792,2.053419
9486-1901,1-122333,122.126792949,39.8931116326,9.45752,9.187088,-0.1112196,9.588658,0.0402513,-0.330054,-0.04957778,0.4307683,1.536292
9486-1902,1-122586,123.172968253,40.4145744569,11.34352,9.581666,-0.1022731,9.752981,-0.01564985,0.1268361,0.003300131,0.1996531,6.686262
9486-3701,1-548633,122.002816483,39.162972817,9.381479,9.207873,0.09267693,9.756391,-0.1391482,-0.49,0.0,0.5559138,0.9919267
9486-3702,1-72169,121.955330984,40.0998543015,9.822479,8.726712,0.06229699,9.821815,0.03992154,-0.4763992,-0.0135516,0.4813857,2.200632
9486-3703,1-72193,121.807870048,40.2496203549,10.04867,8.795949,0.292843,9.546486,-0.2866016,-0.3929906,-0.1644545,0.7972994,1.976274
9486-3704,1-72128,122.052016901,39.6603945468,9.606594,9.468675,-0.0007019428,9.705725,0.1040771,-0.08574924,-0.03420724,0.5240575,1.181821
9486-6101,1-72210,121.076285654,40.1957291917,11.14151,9.634902,0.1099359,9.742773,0.143344,-0.02880346,-0.1673288,0.1482665,4.27942
9486-6102,1-122361,122.380643684,39.801879834,10.96659,9.558029,-0.05753941,9.676298,-0.01494957,-0.0476626,-0.0548202,0.3431535,4.191563
9486-6103,1-122329,122.615495462,40.4306332562,11.60701,9.752205,-0.1032891,9.922293,0.02050419,-0.0759895,-0.2159434,0.1264085,11.55055
9486-6104,1-122334,122.384302698,39.8879265787,11.03778,9.698472,0.05285851,9.821163,0.02076896,-0.1491707,-0.2551414,0.1067334,4.502814
9486-9101,1-548636,120.79920551,39.8857713679,11.40252,9.734879,-0.04968545,9.971007,-0.01688957,-0.1974754,-0.1691598,0.2366341,7.927849
9486-9102,1-72382,122.208067159,41.0106134314,10.16219,8.56937,0.02148613,9.653085,-0.5156224,-0.4688862,-0.08960572,0.5368113,3.742458
9487-12701,1-44618,122.522873301,46.1930252145,10.6075,8.862626,-0.6641477,9.662028,-0.01433664,-0.3773942,-0.4055527,0.2959585,8.250512
9487-12702,1-45151,122.791070381,45.6635696229,9.97939,8.844347,-0.2120913,9.853297,0.143364,-0.4810253,-0.04907554,0.5951376,4.266891
9487-12703,1-45529,125.088545586,45.5343625258,10.77421,8.6291,0.09189301,9.479053,-0.0627672,-0.3438151,-0.2307434,0.5202613,5.300831
9487-12704,1-45581,123.686398283,46.4149752823,10.7096,8.639316,-0.3011073,9.796335,0.01101465,-0.4092901,-0.03350798,0.6460057,6.727751
9487-12705,1-45606,123.721780239,45.7920218848,11.20569,9.649483,-0.2696772,9.951322,-0.02498093,-0.1806143,-0.1244881,0.08168335,8.273459
9487-1901,1-44625,122.679155583,46.5483523032,10.9287,9.762235,0.07191735,9.861238,0.0569573,0.01955658,-0.1575424,0.2282819,2.291111
9487-1902,1-45175,123.517577606,46.0048945727,10.7522,9.66192,-0.07069861,9.811054,-0.0270668,-0.08607274,-0.02358524,0.3639563,2.195939
9487-3701,1-45187,124.225833893,45.2631016952,11.07448,9.79078,-0.05591855,9.907442,-0.02664865,-0.005973663,-0.06495246,0.3711138,3.156901
9487-3702,1-574506,123.330544326,46.1471565611,10.97971,9.564406,-0.07133914,9.816895,-0.1614897,-0.05169208,-0.1102567,0.1549583,3.113729
9487-3703,1-45539,124.813750999,45.2987564264,10.62204,8.61655,0.1752601,9.916688,-0.1300991,-0.4857323,-0.01683046,0.4271361,2.576752
9487-3704,1-44974,123.662048361,44.3946431156,10.03564,8.621649,-0.003356741,9.912081,0.1322338,-0.4736386,0.02236129,0.6867964,2.373788
9487-6101,1-45020,122.223653011,44.9384203599,10.21124,8.825984,-0.02046001,9.63522,0.1047566,-0.3680646,-0.1189212,0.5821073,1.691434
9487-6102,1-45131,122.06549898,45.2849968794,9.933719,8.359762,0.03972219,9.558406,0.1753975,-0.49,0.0,0.4304553,6.65426
9487-6103,1-45089,121.571389266,45.778643568,9.628108,8.777728,-0.01622545,9.909385,-0.02045739,-0.4876283,-0.009353063,0.2543859,1.156594
9487-6104,1-45593,124.120619234,45.6377455069,9.997581,8.686173,-0.05012406,9.572502,-0.008881425,-0.4412042,-0.1437926,0.5186377,3.389689
9487-9101,1-45179,123.571196537,46.0103315294,11.23251,9.444854,-0.3757859,9.70051,-0.2015989,-0.03923111,-0.0705563,0.2731378,6.579465
9487-9102,1-574504,123.820325773,46.0752533433,11.21702,8.955164,0.03548678,9.64567,-0.4499705,-0.2715265,-0.02450892,0.6365103,5.709434
9488-12701,1-384095,126.590032639,20.2705145924,10.43055,8.800573,-0.2231797,9.757625,0.1350274,-0.4375846,-0.1880148,0.6379294,5.70846
9488-12702,1-384128,126.610961843,20.7981348068,10.04025,8.63365,-0.1070344,9.83917,0.192492,-0.4893452,0.001746286,0.9601255,6.306453
9488-12703,1-605249,127.03142191,20.2615818174,9.413752,8.785329,-0.2997834,9.486592,-0.1432678,-0.4800916,-0.05094229,0.4768054,4.124632
9488-12704,1-384125,126.547301019,21.0174633222,9.268979,8.784285,-0.05311484,9.525228,0.07407699,-0.4832184,-0.01320489,0.5143521,2.887661
9488-12705,1-412736,127.003330613,20.1668620446,9.382939,8.600876,-0.4070134,9.780438,0.02573826,-0.49,0.0,0.4517927,3.685883
9488-1901,1-412833,126.409847941,21.1425594142,10.11183,9.303422,0.2082081,9.53545,0.08134956,-0.2257159,-0.1005181,0.1541189,1.150911
9488-1902,1-384110,127.011666873,20.9967455625,9.414853,8.900612,0.5442392,9.588742,-0.05192105,-0.4255008,0.07437202,0.3206689,1.074369
9488-3701,1-384097,126.617107942,20.7219144456,9.774224,9.639539,-0.2227304,9.779487,-0.1670423,-0.396104,-0.1878647,0.1395996,1.481801
9488-3702,1-384124,126.216410759,20.9912164628,10.31573,9.586035,0.1071313,9.775782,0.0909282,-0.1177754,-0.1755883,0.4650743,2.381754
9488-3703,1-412892,127.106720333,20.954989474,9.888484,8.698324,0.08171293,9.537423,-0.2963662,-0.409759,-0.07439367,0.3405506,1.901973
9488-3704,1-412880,126.842934842,20.3114772595,11.59297,9.70832,-0.01688503,9.872752,-0.04057593,0.04966388,-0.1466351,0.05580164,4.886889
9488-6101,1-384171,125.649655693,20.9961655479,9.782834,9.286014,0.3971762,9.542875,0.1803292,-0.2484274,-0.1670089,0.4112809,2.556023
9488-6102,1-384105,126.668813649,20.9672721285,9.11241,9.15856,-0.1182584,9.358697,-0.1262787,-0.4461721,-0.126903,0.488984,1.946211
9488-6103,1-384344,125.329208789,21.4468400523,9.824864,9.350385,0.1986099,9.633677,0.02098819,-0.06812904,-0.06390858,0.5238686,2.019103
9488-6104,1-556821,127.743969279,20.7740864351,11.48951,9.639956,0.005698657,9.755007,0.03953236,0.07942785,-0.1467736,0.06248549,3.332921
9488-9101,1-412858,126.329009561,20.3980989477,9.472444,8.919347,-0.1021935,9.63345,0.2186735,-0.3007832,-0.1524716,0.7694372,2.241761
9488-9102,1-384100,126.704132246,20.3648515666,9.960128,8.79955,0.04946035,9.44176,-0.2325149,-0.4905175,-0.02070117,0.5091692,6.319767
9489-12701,1-384246,124.931257265,21.0367689713,11.74472,9.703667,-0.07648021,9.891988,0.0514452,-0.02689563,-0.1480763,0.06909084,17.74785
9489-12702,1-383753,124.44620517,20.2795620387,9.318663,8.697583,-0.4673325,9.794024,0.1677824,-0.4864633,-0.008953732,0.3641072,4.022121
9489-12703,1-383806,125.13392009,21.7204930601,10.32501,8.397476,-0.1009411,9.756766,0.1942237,-0.4853657,-0.02545148,0.556206,6.983009
9489-12704,1-556819,124.995201982,21.0662200516,9.593465,8.65246,0.1995979,9.707965,-0.1495735,-0.49,0.0,0.7629968,2.562867
9489-12705,1-384253,125.138527276,20.1119126937,9.795559,8.763841,-0.07408909,9.42798,-0.08541535,-0.4286523,-0.0247266,0.5948076,5.870341
9489-1901,1-412812,126.017635585,21.0118789863,9.558545,9.49687,0.03200198,9.60134,0.08818366,-0.1634836,-0.2711527,0.2667165,1.142546
9489-1902,1-384147,126.104028767,20.9400405843,9.932055,9.647926,-0.08585241,9.771793,-0.02346998,-0.07910565,-0.06994885,0.5918306,1.155005
9489-3701,1-412566,123.784588442,20.1638295005,10.72233,9.788645,0.08899415,9.94031,0.05145079,-0.04212258,-0.08843249,0.2730023,1.562513
9489-3702,1-383812,125.315775564,21.4478238204,9.717587,9.573733,0.1145703,9.717064,0.197377,-0.1779587,-0.1227463,0.5708417,1.583414
9489-3703,1-605216,126.121090369,21.0445219725,9.791427,8.608872,0.1064074,9.586178,-0.1981836,-0.49,0.0,0.1887653,1.906643
9489-6101,1-384186,125.164442142,21.0792995889,10.03065,9.77525,-0.01134466,9.870436,-0.009961138,-0.07738751,-0.09367674,0.1079497,0.8339161
9489-6102,1-383751,124.622262779,20.3627373162,10.40752,9.125912,-0.1176176,9.595496,-0.1090746,-0.2250618,-0.1101381,0.3905665,3.013792
9489-6103,1-584895,125.21336812,21.0550608578,10.25132,9.759598,0.1156149,9.814218,0.1565674,-0.01095399,-0.2154042,0.2397067,0.61344
9489-6104,1-605215,126.084373358,20.5332420155,10.29506,9.197024,-0.2562654,9.649734,-0.07970777,-0.2043104,-0.2024577,0.3153894,2.353423
9489-9101,1-384256,124.803188399,20.5107190873,10.83334,9.361113,-0.5626909,9.703318,-0.1602411,-0.03873359,-0.0603139,0.2387122,6.648025
9489-9102,1-384185,125.279240729,21.171313725,9.634866,9.333542,-0.4385088,9.526557,-0.2298846,-0.350469,-0.2548081,0.4150759,2.421481
9490-12701,1-382729,121.241758658,19.3137174702,10.40477,8.657049,-0.7185342,9.728409,0.07741734,-0.4676268,-0.1056754,0.8006174,8.968455
9490-12702,1-382980,121.137535132,19.8512585074,10.37682,8.652505,-0.09167398,9.67829,0.1111019,-0.4623272,-0.08113407,0.5044243,5.649301
9490-12703,1-383562,123.515745273,20.1232127819,10.15726,8.641972,-0.2560574,9.507588,-0.1645904,-0.4541041,-0.1071928,0.6394083,4.632723
9490-12704,1-383648,122.135669705,20.5373774612,9.720172,8.77349,-0.1548021,9.465208,-0.1359671,-0.4626977,-0.07778555,0.3535341,4.371686
9490-12705,1-412544,123.215342993,19.6355146802,11.30406,9.596697,-0.2343718,9.793348,-0.1166561,-0.0401932,-0.03846929,0.3197727,9.694975
9490-1901,1-383667,122.465158942,20.429373175,10.60881,9.743052,-0.1061471,9.835377,-0.03351418,-0.01475756,0.0498882,0.3068895,1.580276
9490-1902,1-383017,121.720459522,19.8592023018,10.35201,9.6758,-0.09917332,9.791569,-0.0686831,-0.1078381,-0.01791348,0.3361707,1.583854
9490-3701,1-383608,122.352258486,19.6281973296,10.51062,9.359532,0.06088488,9.518044,0.06595194,-0.09363964,-0.06186285,0.4057945,2.202467
9490-3702,1-383025,121.785617617,19.885254765,10.07943,8.844412,0.2490264,9.49518,-0.1228514,-0.1906235,0.08961086,0.804584,3.301962
9490-3703,1-383612,122.296013929,19.6606583249,10.62911,9.828628,-0.1250558,9.980015,-0.03358248,-0.2744662,-0.2810561,0.2170171,2.127562
9490-3704,1-383589,122.519651295,19.7455904192,10.44369,8.689668,0.3013243,9.657059,-0.105079,-0.3986729,0.1139342,0.4338177,2.061541
9490-6101,1-383208,120.994846241,19.3642418355,10.77725,9.06399,-0.1171075,9.575431,0.06169181,-0.06669452,-0.1987272,0.4003811,4.178085
9490-6102,1-383264,122.127680014,19.208471696,10.49709,9.355331,-0.1603765,9.653288,-0.01412688,-0.1536198,-0.1920234,0.4590292,3.347639
9490-6103,1-383623,122.326050099,19.4995695017,11.38047,9.804571,0.0138912,9.94703,0.02864084,-0.043947,-0.1482332,0.07083152,6.643699
9490-6104,1-383292,123.059222223,20.3150150543,9.228416,8.857915,-0.02050406,9.587936,-0.2044246,-0.4853168,-0.02307542,0.7205263,2.067458
9490-9101,1-556855,121.955914895,20.061749843,11.71159,9.670011,-0.07936543,9.88457,0.08588722,-0.06910858,-0.261535,0.217462,9.350979
9490-9102,1-383319,122.560990601,20.2072662101,11.69429,9.630713,-0.2464217,9.815289,-0.1831197,-0.08984285,-0.2515434,0.1217507,16.09674
9491-12701,1-382817,119.944238587,18.4017932251,11.53235,9.68452,-0.1256827,9.886193,-0.1062613,0.03563079,-0.2169011,0.3408337,9.353308
9491-12702,1-382816,119.913707941,18.5185099008,10.32753,9.112434,-0.09086118,9.878058,0.05418552,-0.4471911,-0.1519495,0.760766,6.281159
9491-12703,1-382465,118.859666758,18.9755450907,10.30254,8.398588,0.2893517,9.240947,0.2142958,-0.49,-4.463666e-16,0.4820549,5.494444
9491-12704,1-382809,119.535738941,19.5501458348,10.87679,8.679505,0.1894674,9.545478,-0.04173859,-0.1759226,0.09243843,0.4984681,5.779523
9491-12705,1-382748,120.796457799,19.2597352811,11.52805,9.231562,-0.7277948,9.719969,0.01035819,-0.1738842,-0.2901329,0.3383991,17.21333
9491-1901,1-382806,119.593860237,19.5069432093,10.63344,9.658663,0.01536974,9.804395,0.009182072,-0.07633944,-0.07966585,0.2222794,1.747978
9491-1902,1-382793,120.042240125,19.2343332001,11.28789,9.241958,0.04393614,9.619441,0.03897782,-0.07534092,-0.2016892,0.3729578,8.576633
9491-3701,1-382711,119.106581421,17.9740538756,9.874512,8.906357,-0.2433996,9.520836,-0.1766551,-0.430944,-0.1713129,0.6702363,2.113761
9491-3702,1-382860,118.904235852,19.1550346256,10.10593,8.77169,-0.1008639,9.678613,-0.1770049,-0.3887329,-0.01664079,0.7961595,2.518843
9491-3703,1-383214,120.404052856,18.8851684429,11.07732,9.71471,0.1261326,9.888344,-0.004016954,-0.03797831,-0.06918915,0.2571771,3.214177
9491-3704,1-383107,120.565821815,18.4022945386,11.22331,9.793511,0.02955024,9.959521,0.07933653,0.1270141,-0.09318187,0.3374647,3.29377
9491-6101,1-382712,119.174377409,17.9911684239,11.07824,8.570567,0.1328859,9.836404,0.02755111,-0.4630425,-0.1323922,0.4656141,4.557614
9491-6102,1-382818,119.930431029,18.4677328788,10.19071,9.59376,-0.01356975,9.794888,-0.07108288,-0.2130223,-0.09464248,0.5329456,2.585772
9491-6103,1-382848,119.328811397,18.7906755411,9.843565,8.550165,-0.1386047,9.763101,0.2055197,-0.4815849,-0.0308848,0.5084401,3.010437
9491-6104,1-382839,118.961999759,19.3072160399,11.49109,9.676119,-0.1243352,9.839161,-0.09705085,-0.1102618,-0.2381711,0.3967587,7.93104
9491-9101,1-382505,119.076876372,18.5059504563,10.22998,8.678017,-0.07392945,9.592671,0.07754272,-0.3884234,-0.2166676,0.8256835,4.012321
9491-9102,1-382736,120.679260621,18.6319336183,9.590459,8.378339,-0.5340903,9.186701,-0.3392887,-0.4873846,-0.01494512,0.5382378,3.303091
